# bin_center	<Rg>	+/-
2.000000000000000000e+01 2.520218734513172976e+01 1.987977054451788017e-01
6.000000000000000000e+01 2.573952956809564085e+01 1.965883417191607307e-01
1.000000000000000000e+02 2.574392860835065022e+01 1.929776011747679210e-01
1.400000000000000000e+02 2.573394491473701606e+01 2.386122362749971137e-01
1.800000000000000000e+02 2.542296607702448341e+01 2.268606499121262887e-01
2.200000000000000000e+02 2.567894486671543319e+01 1.987547762726765976e-01
2.600000000000000000e+02 2.574306140386081054e+01 1.793271475044051211e-01
3.000000000000000000e+02 2.552265641746797797e+01 1.814160190101625214e-01
3.400000000000000000e+02 2.529929351621435174e+01 1.933218823938202824e-01
3.800000000000000000e+02 2.525434793700581082e+01 1.993110855527476244e-01
4.200000000000000000e+02 2.551029804442507398e+01 1.942810513448360588e-01
4.600000000000000000e+02 2.558915556757096965e+01 1.691716708355054111e-01
5.000000000000000000e+02 2.545770480266040536e+01 1.577663272429902508e-01
5.400000000000000000e+02 2.562228688439246937e+01 1.400671165552934971e-01
5.800000000000000000e+02 2.544678037900555623e+01 1.623245676745804222e-01
6.200000000000000000e+02 2.533258731710254352e+01 1.628676548270012181e-01
6.600000000000000000e+02 2.558517188408964671e+01 1.580194706812587946e-01
7.000000000000000000e+02 2.577954720250840026e+01 1.857958612039484481e-01
7.400000000000000000e+02 2.533753753446557511e+01 1.595426982730266952e-01
7.800000000000000000e+02 2.558230744150904457e+01 8.212753420590281073e-02
8.200000000000000000e+02 2.549011387957768093e+01 5.480481837560503833e-02
8.600000000000000000e+02 2.543583768175390958e+01 4.380163505043296185e-02
9.000000000000000000e+02 2.560091878215628469e+01 4.336913952155211499e-02
9.400000000000000000e+02 2.563333634549401907e+01 1.610059920253317442e-02
9.800000000000000000e+02 2.548602578291783161e+01 8.986869597477799634e-03
1.020000000000000000e+03 2.547784504266346062e+01 8.984358073131335637e-03
1.060000000000000000e+03 2.566652129335145105e+01 1.630334159165374580e-02
1.100000000000000000e+03 2.559101460590384747e+01 5.322491572107173469e-02
1.140000000000000000e+03 2.552375908019899953e+01 7.325990537289417404e-02
1.180000000000000000e+03 2.529088666698308785e+01 8.973726692634824420e-02
1.220000000000000000e+03 2.535658693898929883e+01 7.710408172229808732e-02
1.260000000000000000e+03 2.582813190166201878e+01 1.214118123095140056e-01
1.300000000000000000e+03 2.540132540251140369e+01 1.893982819804630180e-01
1.340000000000000000e+03 2.573251489361313205e+01 1.329723178310318887e-01
1.380000000000000000e+03 2.549894101590883366e+01 1.375482651355035835e-01
1.420000000000000000e+03 2.560604432433019539e+01 1.624988713020494857e-01
1.460000000000000000e+03 2.599171302037162334e+01 1.434292605298224388e-01
1.500000000000000000e+03 2.562455390873374839e+01 1.503550348305078554e-01
1.540000000000000000e+03 2.575770065039708712e+01 1.596572426418345625e-01
1.580000000000000000e+03 2.571030769092730139e+01 1.606264611252763985e-01
1.620000000000000000e+03 2.548961952658887498e+01 1.711391665278116092e-01
1.660000000000000000e+03 2.543192009187088587e+01 1.852321377666582003e-01
1.700000000000000000e+03 2.535843018870491150e+01 1.883551715853740705e-01
1.740000000000000000e+03 2.541661391118226021e+01 1.950672999798276075e-01
1.780000000000000000e+03 2.545634626685318480e+01 1.705501010138364137e-01
1.820000000000000000e+03 2.529903752995490152e+01 1.959713667027303818e-01
1.860000000000000000e+03 2.577020953000833714e+01 1.847793730978270210e-01
1.900000000000000000e+03 2.562017670786398682e+01 1.945221531353326927e-01
1.940000000000000000e+03 2.540915340322577620e+01 2.129153323408531362e-01
1.980000000000000000e+03 2.541762676124097453e+01 2.176548176594196582e-01
