# bin_center	<Rg>	+/-
2.000000000000000000e+01 1.003363847994141800e+01 1.290698254954106630e-02
6.000000000000000000e+01 1.003967680482291769e+01 1.250555686633463524e-02
1.000000000000000000e+02 1.000763902513122972e+01 1.336178615760221650e-02
1.400000000000000000e+02 1.001264995712349659e+01 1.294348187562782866e-02
1.800000000000000000e+02 1.003881313680718712e+01 1.286827506212749432e-02
2.200000000000000000e+02 1.003072504262805253e+01 1.237786968539034312e-02
2.600000000000000000e+02 1.003445394162138804e+01 1.293338083004070063e-02
3.000000000000000000e+02 1.002927536740689618e+01 1.197246255456759119e-02
3.400000000000000000e+02 1.000153628978318210e+01 1.217333092595094396e-02
3.800000000000000000e+02 1.004639704542250911e+01 1.174429416262915207e-02
4.200000000000000000e+02 1.000530146689641242e+01 1.168976370459231216e-02
4.600000000000000000e+02 1.003721808905176260e+01 1.110272374412455201e-02
5.000000000000000000e+02 1.003456153364763814e+01 1.095522509032967502e-02
5.400000000000000000e+02 1.002118202616568787e+01 1.029710545932616475e-02
5.800000000000000000e+02 1.003347805440912310e+01 1.043778149883545746e-02
6.200000000000000000e+02 1.002297224609454140e+01 1.026954556245803819e-02
6.600000000000000000e+02 1.001255369614744595e+01 1.075795398241576745e-02
7.000000000000000000e+02 1.003131378079344138e+01 1.181320239384165381e-02
7.400000000000000000e+02 1.002489444042184985e+01 9.455305200358090148e-03
7.800000000000000000e+02 1.000357703261073716e+01 6.591164350753001347e-03
8.200000000000000000e+02 1.002082719286549306e+01 4.955272872261665823e-03
8.600000000000000000e+02 1.001126344140536162e+01 4.067981579368989443e-03
9.000000000000000000e+02 1.001162578187034313e+01 3.522631293441104341e-03
9.400000000000000000e+02 1.002063308663250929e+01 2.224336878890511952e-03
9.800000000000000000e+02 1.003024377447889037e+01 1.653449651079656963e-03
1.020000000000000000e+03 1.002782369662320860e+01 1.650611816303124233e-03
1.060000000000000000e+03 1.001768331504790410e+01 2.201937488497467902e-03
1.100000000000000000e+03 1.002143894262444235e+01 3.539738739182480155e-03
1.140000000000000000e+03 1.001726521535856307e+01 3.985641931039887384e-03
1.180000000000000000e+03 1.002088119594485960e+01 4.807788045721394024e-03
1.220000000000000000e+03 1.001446114176179769e+01 6.081674947877518250e-03
1.260000000000000000e+03 1.001693327773909203e+01 8.809847227625211205e-03
1.300000000000000000e+03 1.002038698087942947e+01 1.145804349776670568e-02
1.340000000000000000e+03 1.004498646297857789e+01 9.967739493444796942e-03
1.380000000000000000e+03 1.003076475292921188e+01 9.897326555544507659e-03
1.420000000000000000e+03 1.001308854606408438e+01 1.057023938093682933e-02
1.460000000000000000e+03 1.002985083030393731e+01 1.096892557683030144e-02
1.500000000000000000e+03 1.001910726044797606e+01 1.135768604587676818e-02
1.540000000000000000e+03 1.002867947885648015e+01 1.138565463137025842e-02
1.580000000000000000e+03 1.003232216434213342e+01 1.108409162662862650e-02
1.620000000000000000e+03 1.002979576560947450e+01 1.116868673926551224e-02
1.660000000000000000e+03 1.001308156407532834e+01 1.179937190568573421e-02
1.700000000000000000e+03 1.002132619961444959e+01 1.229565291242678410e-02
1.740000000000000000e+03 1.001363845489629867e+01 1.240140467514705414e-02
1.780000000000000000e+03 1.001889721607955330e+01 1.207560399279366745e-02
1.820000000000000000e+03 1.000933295671740453e+01 1.258992282755335909e-02
1.860000000000000000e+03 1.000190791031717197e+01 1.308146791387733432e-02
1.900000000000000000e+03 1.002918806743201863e+01 1.239968653698803741e-02
1.940000000000000000e+03 1.001798635224466594e+01 1.252862690073970262e-02
1.980000000000000000e+03 1.002281084753666818e+01 1.302980150533650239e-02
