# bin_center	<Rg>	+/-
2.000000000000000000e+01 1.002700369349671128e+01 1.135373446155423828e-02
6.000000000000000000e+01 1.002586854790173554e+01 1.117121169366450638e-02
1.000000000000000000e+02 1.003560029141585375e+01 1.100800066061955081e-02
1.400000000000000000e+02 1.001335038189577453e+01 1.052566625288445419e-02
1.800000000000000000e+02 1.002132225943086219e+01 1.036285762992331452e-02
2.200000000000000000e+02 1.000356484973156590e+01 1.028293407266670997e-02
2.600000000000000000e+02 1.003310771321445571e+01 1.010485705619490124e-02
3.000000000000000000e+02 1.002719065007654109e+01 1.014046607235910384e-02
3.400000000000000000e+02 1.001599248145235421e+01 9.702595624700313670e-03
3.800000000000000000e+02 1.001844668716752373e+01 9.608496416149209934e-03
4.200000000000000000e+02 1.001559414309848961e+01 9.146622558358179222e-03
4.600000000000000000e+02 1.002754983113219822e+01 8.873728668440666531e-03
5.000000000000000000e+02 1.003212608855024790e+01 9.046064325520235261e-03
5.400000000000000000e+02 1.001127093944914570e+01 8.656111087636442561e-03
5.800000000000000000e+02 1.001698433472787819e+01 8.583736484128755978e-03
6.200000000000000000e+02 1.002636212833407292e+01 8.416760190640934156e-03
6.600000000000000000e+02 1.001660244427803725e+01 9.327714770819135054e-03
7.000000000000000000e+02 1.000542173341170304e+01 1.017568742820291160e-02
7.400000000000000000e+02 1.000859785023720150e+01 7.225254526127307050e-03
7.800000000000000000e+02 1.001775093372576109e+01 5.438863453356631260e-03
8.200000000000000000e+02 1.001351011313731476e+01 4.508238750981091031e-03
8.600000000000000000e+02 1.002150484056589086e+01 3.620920877689595609e-03
9.000000000000000000e+02 1.001047075376516915e+01 3.144442723506857187e-03
9.400000000000000000e+02 1.002149041669649243e+01 2.264228170484446079e-03
9.800000000000000000e+02 1.003023433962305688e+01 1.805603158465435894e-03
1.020000000000000000e+03 1.002643374871318827e+01 1.810005655961491235e-03
1.060000000000000000e+03 1.001935947686135364e+01 2.395797404532011479e-03
1.100000000000000000e+03 1.001901588048474245e+01 3.568382799754838460e-03
1.140000000000000000e+03 1.001709227687903336e+01 3.685620268796046314e-03
1.180000000000000000e+03 1.000987048201588792e+01 4.487750594566270769e-03
1.220000000000000000e+03 1.001000261978015260e+01 5.680963804546758887e-03
1.260000000000000000e+03 1.000843377432202175e+01 8.495642980317014495e-03
1.300000000000000000e+03 1.000277939864532151e+01 1.241384600052958254e-02
1.340000000000000000e+03 1.003360120632172148e+01 1.046323342456991282e-02
1.380000000000000000e+03 1.002799132663481707e+01 1.023538844626384163e-02
1.420000000000000000e+03 1.001324134710278102e+01 1.058626053215431552e-02
1.460000000000000000e+03 1.002722713750060279e+01 1.044011547776009866e-02
1.500000000000000000e+03 1.003500562378749628e+01 1.025675399952121272e-02
1.540000000000000000e+03 1.002113175334388906e+01 1.095325162688736385e-02
1.580000000000000000e+03 1.002681339616636969e+01 1.159341062703900249e-02
1.620000000000000000e+03 1.000862609554460647e+01 1.150672209327883999e-02
1.660000000000000000e+03 1.003356206512407489e+01 1.099444498723110494e-02
1.700000000000000000e+03 1.004622231899760365e+01 1.087011460267354145e-02
1.740000000000000000e+03 1.002276798695452165e+01 1.192177376006881180e-02
1.780000000000000000e+03 1.004656728680192579e+01 1.086920540978731330e-02
1.820000000000000000e+03 1.001757469783479237e+01 1.138055062989599964e-02
1.860000000000000000e+03 1.001773485147982079e+01 1.123476420368099866e-02
1.900000000000000000e+03 1.001483667042474579e+01 1.122699640296247192e-02
1.940000000000000000e+03 1.000974812283916293e+01 1.148123581554877370e-02
1.980000000000000000e+03 1.002368505194840864e+01 1.089408210931002742e-02
