# bin_center	<Rg>	+/-
2.000000000000000000e+01 2.562208979153075461e+01 2.627485444334041187e-01
6.000000000000000000e+01 2.549244224083450305e+01 2.565684398787510534e-01
1.000000000000000000e+02 2.566668928447402465e+01 2.212518657609613693e-01
1.400000000000000000e+02 2.593961395486773824e+01 2.240994871256831444e-01
1.800000000000000000e+02 2.516897284005738555e+01 2.446255795319251802e-01
2.200000000000000000e+02 2.584463461991076727e+01 2.164240034621523756e-01
2.600000000000000000e+02 2.562792926809331817e+01 1.868409386637572833e-01
3.000000000000000000e+02 2.577733701528208243e+01 2.017746288950435229e-01
3.400000000000000000e+02 2.550684778183726920e+01 1.978824469836632516e-01
3.800000000000000000e+02 2.564954446845480263e+01 1.980844903810147217e-01
4.200000000000000000e+02 2.606057646249385229e+01 1.677452154452488964e-01
4.600000000000000000e+02 2.577747402763860407e+01 1.732311235969704877e-01
5.000000000000000000e+02 2.547325024298330831e+01 1.885712059623761150e-01
5.400000000000000000e+02 2.554268397702371729e+01 1.717971616360765563e-01
5.800000000000000000e+02 2.562204441169007652e+01 1.638063790055500901e-01
6.200000000000000000e+02 2.544875381565291761e+01 1.550442607323150868e-01
6.600000000000000000e+02 2.563286204149731162e+01 1.720050518872311140e-01
7.000000000000000000e+02 2.557105902386447127e+01 2.048157910471513909e-01
7.400000000000000000e+02 2.558649184203886762e+01 1.727679867314691198e-01
7.800000000000000000e+02 2.563673944493103463e+01 1.382313774984402777e-01
8.200000000000000000e+02 2.551575477899676159e+01 9.636336243746254637e-02
8.600000000000000000e+02 2.553411707762917260e+01 6.890059433761905328e-02
9.000000000000000000e+02 2.557807061451336850e+01 6.462907875351550646e-02
9.400000000000000000e+02 2.573858627722643888e+01 1.640082688275083800e-02
9.800000000000000000e+02 2.545723692271746685e+01 8.612484951206903286e-03
1.020000000000000000e+03 2.544680641795901010e+01 8.597983167953812331e-03
1.060000000000000000e+03 2.572197432063255107e+01 1.629869853019122114e-02
1.100000000000000000e+03 2.566638462471416915e+01 8.346534819936957117e-02
1.140000000000000000e+03 2.546225603110937996e+01 1.139415848957946870e-01
1.180000000000000000e+03 2.539620457965492051e+01 1.931909067313215822e-01
1.220000000000000000e+03 2.556075980101173073e+01 2.176712782858319373e-01
1.260000000000000000e+03 2.566625997088225475e+01 5.092546292697168742e-01
1.300000000000000000e+03 2.612303425774859278e+01 5.356119956417083605e-01
1.340000000000000000e+03 2.531381492134741507e+01 4.913443266673995780e-01
1.380000000000000000e+03 2.617569731706051783e+01 4.081998238067967022e-01
1.420000000000000000e+03 2.609638145682133015e+01 3.907462598537328469e-01
1.460000000000000000e+03 2.592141588097050686e+01 4.373562031579250053e-01
1.500000000000000000e+03 2.606554996461717266e+01 3.393866468656560054e-01
1.540000000000000000e+03 2.518068835469927436e+01 4.769223951541884388e-01
1.580000000000000000e+03 2.517687318103585170e+01 4.641854904605021148e-01
1.620000000000000000e+03 2.560290644932927862e+01 4.189188448449811530e-01
1.660000000000000000e+03 2.604680147982621108e+01 3.085607070461598433e-01
1.700000000000000000e+03 2.582604863969687514e+01 4.305497542703735636e-01
1.740000000000000000e+03 2.570023563835165348e+01 3.227408220408895523e-01
1.780000000000000000e+03 2.627399609347340004e+01 2.962544322046024026e-01
1.820000000000000000e+03 2.538062706751733089e+01 2.923020392373402720e-01
1.860000000000000000e+03 2.541310120052888877e+01 3.279178567126844746e-01
1.900000000000000000e+03 2.569009716224553941e+01 3.038382952029302086e-01
1.940000000000000000e+03 2.565511061883605848e+01 2.604700137764168200e-01
1.980000000000000000e+03 2.589211672744177761e+01 2.684770895430359516e-01
