# bin_center	<Rg>	+/-
2.000000000000000000e+01 1.845445030699812250e+01 1.516590764690992910e-01
6.000000000000000000e+01 1.823280620639446425e+01 1.724205977599982120e-01
1.000000000000000000e+02 1.841547540302734021e+01 1.828786000797684996e-01
1.400000000000000000e+02 1.832821589314401933e+01 1.651037666379181201e-01
1.800000000000000000e+02 1.835755704600838101e+01 1.494447428643651821e-01
2.200000000000000000e+02 1.838477579437328302e+01 1.475585196128864074e-01
2.600000000000000000e+02 1.859721980369796057e+01 1.190875518840824737e-01
3.000000000000000000e+02 1.835917472388385363e+01 1.362527759258496118e-01
3.400000000000000000e+02 1.854171134546668398e+01 1.094999122644417233e-01
3.800000000000000000e+02 1.839004579016721763e+01 1.125497460554122087e-01
4.200000000000000000e+02 1.830981784309165405e+01 1.296936765112057244e-01
4.600000000000000000e+02 1.837271285841451984e+01 1.060372873007101174e-01
5.000000000000000000e+02 1.857867007310329299e+01 1.071048242447057708e-01
5.400000000000000000e+02 1.855232719637271188e+01 9.791261010891214034e-02
5.800000000000000000e+02 1.843664331650110810e+01 9.550115719781637758e-02
6.200000000000000000e+02 1.842604405457647943e+01 9.942781671195852211e-02
6.600000000000000000e+02 1.841946623831325880e+01 9.164528443484236397e-02
7.000000000000000000e+02 1.854921262741085286e+01 1.105653047484862761e-01
7.400000000000000000e+02 1.830895029722107381e+01 1.054810190798164266e-01
7.800000000000000000e+02 1.837714378886084532e+01 5.021113666698105715e-02
8.200000000000000000e+02 1.844203862024910379e+01 3.745051898603065504e-02
8.600000000000000000e+02 1.839848799484309083e+01 3.291351849169696364e-02
9.000000000000000000e+02 1.838142291319579869e+01 2.831984273263682406e-02
9.400000000000000000e+02 1.844869359309606338e+01 8.226802316653498634e-03
9.800000000000000000e+02 1.839665862640237393e+01 4.851869453435506130e-03
1.020000000000000000e+03 1.839247783954574089e+01 4.863970744992017307e-03
1.060000000000000000e+03 1.842882236671887597e+01 8.101687335911097326e-03
1.100000000000000000e+03 1.841442063595714274e+01 2.668366505254970988e-02
1.140000000000000000e+03 1.839882404618202472e+01 3.435543299437504583e-02
1.180000000000000000e+03 1.836017914137697105e+01 4.641827559883836274e-02
1.220000000000000000e+03 1.831982789092788266e+01 6.029891229208487330e-02
1.260000000000000000e+03 1.851478881764877471e+01 1.095745028170791724e-01
1.300000000000000000e+03 1.838409462170661257e+01 1.455402227131789017e-01
1.340000000000000000e+03 1.844295582581578330e+01 1.372246688800139447e-01
1.380000000000000000e+03 1.863436089898312886e+01 1.062541301921749726e-01
1.420000000000000000e+03 1.879502824399880012e+01 1.287492873497721180e-01
1.460000000000000000e+03 1.840229184246021887e+01 1.205882544286533548e-01
1.500000000000000000e+03 1.821146385719289640e+01 1.598237234327185285e-01
1.540000000000000000e+03 1.825975892217965324e+01 1.509696192160575323e-01
1.580000000000000000e+03 1.845594550451700755e+01 1.502529651401025013e-01
1.620000000000000000e+03 1.802799954585461961e+01 1.774042318282717245e-01
1.660000000000000000e+03 1.842998392947921360e+01 2.013839791812536140e-01
1.700000000000000000e+03 1.845015335076750063e+01 2.089145674461259927e-01
1.740000000000000000e+03 1.875027404553818755e+01 1.671987291628901084e-01
1.780000000000000000e+03 1.843249359888138983e+01 2.054837792932836527e-01
1.820000000000000000e+03 1.846240402891176657e+01 1.989566009841323702e-01
1.860000000000000000e+03 1.843251944163770162e+01 2.039489040826426569e-01
1.900000000000000000e+03 1.830866761981546631e+01 2.135917491983518601e-01
1.940000000000000000e+03 1.827053173889431292e+01 1.895037513650566496e-01
1.980000000000000000e+03 1.825468816830711916e+01 1.640219447791350371e-01
