# bin_center	<Rg>	+/-
2.000000000000000000e+01 1.326641860531071515e+01 1.426646758482854604e-01
6.000000000000000000e+01 1.346757915540310790e+01 1.589097221188854880e-01
1.000000000000000000e+02 1.341012658588602591e+01 1.623685579005152702e-01
1.400000000000000000e+02 1.317826665514515128e+01 1.393673929747810125e-01
1.800000000000000000e+02 1.306097608183976888e+01 1.476644756090227939e-01
2.200000000000000000e+02 1.332369945329148919e+01 1.375761740325713023e-01
2.600000000000000000e+02 1.302727760084391662e+01 1.594800814597675531e-01
3.000000000000000000e+02 1.333541162543627401e+01 1.507289731436851077e-01
3.400000000000000000e+02 1.310541210277134994e+01 1.583773100384374410e-01
3.800000000000000000e+02 1.330961370563775858e+01 1.489132147006941576e-01
4.200000000000000000e+02 1.344087086957407706e+01 1.361602227839301404e-01
4.600000000000000000e+02 1.333061996827691509e+01 1.353888841186293990e-01
5.000000000000000000e+02 1.313530698105374839e+01 1.230443620300924051e-01
5.400000000000000000e+02 1.340178218461436011e+01 1.192518438354742971e-01
5.800000000000000000e+02 1.312805633831967000e+01 1.218367715077994518e-01
6.200000000000000000e+02 1.336922911198680275e+01 1.151349047071536236e-01
6.600000000000000000e+02 1.332211703129375024e+01 1.135902868981993885e-01
7.000000000000000000e+02 1.285320983874942691e+01 1.256821578112103932e-01
7.400000000000000000e+02 1.293079221486762442e+01 9.763158129700273691e-02
7.800000000000000000e+02 1.277466060068171849e+01 5.603026520727831528e-02
8.200000000000000000e+02 1.279654524873202703e+01 4.190435066158184479e-02
8.600000000000000000e+02 1.279867487675025473e+01 3.380399972069637882e-02
9.000000000000000000e+02 1.282659877401648174e+01 2.980458538245737976e-02
9.400000000000000000e+02 1.304167605106512973e+01 1.205808759488975236e-02
9.800000000000000000e+02 1.322696487914800123e+01 7.437786520537136015e-03
1.020000000000000000e+03 1.322768233834142038e+01 7.436436545332658632e-03
1.060000000000000000e+03 1.303688813630425791e+01 1.150961800538643706e-02
1.100000000000000000e+03 1.285256460928371247e+01 2.839226891755370491e-02
1.140000000000000000e+03 1.278282629654245994e+01 3.454556920279407140e-02
1.180000000000000000e+03 1.288545425819030044e+01 4.062360370005424492e-02
1.220000000000000000e+03 1.277044082717317686e+01 4.651392948205221312e-02
1.260000000000000000e+03 1.296113579441502672e+01 8.061750607981804650e-02
1.300000000000000000e+03 1.327155381038040360e+01 9.848711966789479300e-02
1.340000000000000000e+03 1.308009965832502353e+01 7.572949019511285296e-02
1.380000000000000000e+03 1.309954868357545799e+01 8.085857700981508023e-02
1.420000000000000000e+03 1.335985145952690623e+01 8.453717674545646599e-02
1.460000000000000000e+03 1.326850069103468321e+01 8.622379777196798045e-02
1.500000000000000000e+03 1.328137238812934839e+01 9.118062433233273256e-02
1.540000000000000000e+03 1.318860290911017863e+01 9.225992282425453384e-02
1.580000000000000000e+03 1.324220644743450670e+01 9.434525396713887291e-02
1.620000000000000000e+03 1.331932191899770856e+01 1.042977985159879856e-01
1.660000000000000000e+03 1.324198748015825799e+01 1.083709789721709199e-01
1.700000000000000000e+03 1.345827371606886125e+01 1.242922307581153102e-01
1.740000000000000000e+03 1.347072600119829566e+01 1.201816968935875835e-01
1.780000000000000000e+03 1.333886727478625289e+01 1.201681112210231245e-01
1.820000000000000000e+03 1.360145245437234607e+01 1.308117250391523101e-01
1.860000000000000000e+03 1.341331676281208019e+01 1.261741554069217841e-01
1.900000000000000000e+03 1.336331844167364835e+01 1.350925702493250002e-01
1.940000000000000000e+03 1.344425680642996568e+01 1.418815720914355372e-01
1.980000000000000000e+03 1.337235663549750520e+01 1.464693598763101845e-01
