# bin_center	<Rg>	+/-
2.000000000000000000e+01 6.541312948974582930e+00 2.214482029131636942e-02
6.000000000000000000e+01 6.523393868198081869e+00 2.208839486674705685e-02
1.000000000000000000e+02 6.549895419908297711e+00 2.256167019509235094e-02
1.400000000000000000e+02 6.526019754899489378e+00 2.292027369299212344e-02
1.800000000000000000e+02 6.588445517500859161e+00 2.197705988490087151e-02
2.200000000000000000e+02 6.533356410012934212e+00 2.186222437814417524e-02
2.600000000000000000e+02 6.515805708689674347e+00 2.156546408921861807e-02
3.000000000000000000e+02 6.541719686040229575e+00 2.195618184014707167e-02
3.400000000000000000e+02 6.543748220762601875e+00 2.135573935232494905e-02
3.800000000000000000e+02 6.471459016411484910e+00 2.055164368248858092e-02
4.200000000000000000e+02 6.500283923536724018e+00 2.007419993187254184e-02
4.600000000000000000e+02 6.542419777331976327e+00 2.056089972729461049e-02
5.000000000000000000e+02 6.519348649760559944e+00 2.020546386007418885e-02
5.400000000000000000e+02 6.515327006852036362e+00 2.042399360100756456e-02
5.800000000000000000e+02 6.510080067779600910e+00 1.909661424458512086e-02
6.200000000000000000e+02 6.535231466464626493e+00 1.932861829042913093e-02
6.600000000000000000e+02 6.546138339493740688e+00 1.918366712042791564e-02
7.000000000000000000e+02 6.468905666906957563e+00 2.258494485654550035e-02
7.400000000000000000e+02 6.438160675765319141e+00 1.781941970653623877e-02
7.800000000000000000e+02 6.447485169283774908e+00 1.109713549040760618e-02
8.200000000000000000e+02 6.464912833422733485e+00 8.701472571537043413e-03
8.600000000000000000e+02 6.443217866295241514e+00 7.496482543211874412e-03
9.000000000000000000e+02 6.455233345125656719e+00 6.574820392926429558e-03
9.400000000000000000e+02 6.495384350987357891e+00 3.921021542483930401e-03
9.800000000000000000e+02 6.551002972629045296e+00 2.964519158084494808e-03
1.020000000000000000e+03 6.549003411642114081e+00 2.967819629901610485e-03
1.060000000000000000e+03 6.500609675742300197e+00 3.864866677861797731e-03
1.100000000000000000e+03 6.453865702960539075e+00 6.635930690119105912e-03
1.140000000000000000e+03 6.455555515021849544e+00 7.489065096928867321e-03
1.180000000000000000e+03 6.433610553095697959e+00 8.501650936000517897e-03
1.220000000000000000e+03 6.452349022464233030e+00 1.033991525027895889e-02
1.260000000000000000e+03 6.456875418655995347e+00 1.539342152635067053e-02
1.300000000000000000e+03 6.517427610435877483e+00 2.108227192785254792e-02
1.340000000000000000e+03 6.529010644899810423e+00 1.869036905237957125e-02
1.380000000000000000e+03 6.535009654715072891e+00 1.845200752636165856e-02
1.420000000000000000e+03 6.545500692838769119e+00 1.930327992204471793e-02
1.460000000000000000e+03 6.504377976774096126e+00 1.928860666073490063e-02
1.500000000000000000e+03 6.517905983153612581e+00 1.970533284140910807e-02
1.540000000000000000e+03 6.542689361354557143e+00 1.960963618910935985e-02
1.580000000000000000e+03 6.504512435830205774e+00 2.051236351875990876e-02
1.620000000000000000e+03 6.548927103011531692e+00 2.017259147845955683e-02
1.660000000000000000e+03 6.517653986616680051e+00 2.075551273059543511e-02
1.700000000000000000e+03 6.497640933605208780e+00 2.125213895205442169e-02
1.740000000000000000e+03 6.538971050202333046e+00 2.127483122482216535e-02
1.780000000000000000e+03 6.543066157827727380e+00 2.154214081018519800e-02
1.820000000000000000e+03 6.530034647235726020e+00 2.192994137191522225e-02
1.860000000000000000e+03 6.548348470553563949e+00 2.206119477232748594e-02
1.900000000000000000e+03 6.556390629281755977e+00 2.250350405226785033e-02
1.940000000000000000e+03 6.498905340868318170e+00 2.220447311042572647e-02
1.980000000000000000e+03 6.539378819738222326e+00 2.241813139700477020e-02
