# bin_center	<Rg>	+/-
2.000000000000000000e+01 1.036754308561571669e+01 1.205857807381565255e-01
6.000000000000000000e+01 1.013875544654641736e+01 1.050617571429589142e-01
1.000000000000000000e+02 1.040658220376366216e+01 1.163588048467490421e-01
1.400000000000000000e+02 1.026312980725871427e+01 9.619109187396140959e-02
1.800000000000000000e+02 1.031422967530719426e+01 9.912889814324697679e-02
2.200000000000000000e+02 1.024470590534316372e+01 9.556575767185294945e-02
2.600000000000000000e+02 1.025410530621277339e+01 9.256792896504313639e-02
3.000000000000000000e+02 1.026711897590185174e+01 9.956364359277206089e-02
3.400000000000000000e+02 1.036610151280726733e+01 8.705147031893570309e-02
3.800000000000000000e+02 1.020193064910859704e+01 8.348533254092804778e-02
4.200000000000000000e+02 1.020474802196193664e+01 7.689152961880035830e-02
4.600000000000000000e+02 1.017251845432813084e+01 7.728401702122411621e-02
5.000000000000000000e+02 1.038715110642790584e+01 8.105220788410420762e-02
5.400000000000000000e+02 1.016896968157806747e+01 7.618459581077909049e-02
5.800000000000000000e+02 1.027622305774210609e+01 7.709725396953157062e-02
6.200000000000000000e+02 1.035691971807083966e+01 7.465627501697663648e-02
6.600000000000000000e+02 1.011932033164125677e+01 7.082674771419637805e-02
7.000000000000000000e+02 1.029477323810764311e+01 8.772568732830617055e-02
7.400000000000000000e+02 9.963793272497470710e+00 5.262182732956246362e-02
7.800000000000000000e+02 1.003997351807978511e+01 3.003377046515506854e-02
8.200000000000000000e+02 1.000325483879453614e+01 2.399478916440250104e-02
8.600000000000000000e+02 9.957481570542839222e+00 2.122602216148467696e-02
9.000000000000000000e+02 9.970212618766547408e+00 2.117894908941680976e-02
9.400000000000000000e+02 1.013541426996411410e+01 8.158579472464283847e-03
9.800000000000000000e+02 1.027579403702647198e+01 5.449954273871772392e-03
1.020000000000000000e+03 1.026451061659656006e+01 5.440449076349849165e-03
1.060000000000000000e+03 1.014294368578342898e+01 8.174041980831856652e-03
1.100000000000000000e+03 9.998071732861623317e+00 2.228564686957854729e-02
1.140000000000000000e+03 9.947147476448273906e+00 2.957589603399634823e-02
1.180000000000000000e+03 9.982015702674944535e+00 3.994587853033814556e-02
1.220000000000000000e+03 9.927753639856293333e+00 5.588357924224665596e-02
1.260000000000000000e+03 1.014634675975623068e+01 9.383039248744665106e-02
1.300000000000000000e+03 1.011989424530951887e+01 1.444288674391467908e-01
1.340000000000000000e+03 1.022554351805133166e+01 1.225828850367493977e-01
1.380000000000000000e+03 1.020145568433157557e+01 1.068752260283572925e-01
1.420000000000000000e+03 1.025826099289666971e+01 1.312683132338543501e-01
1.460000000000000000e+03 1.053803711354909645e+01 1.201620057219019849e-01
1.500000000000000000e+03 1.022635398914348848e+01 1.192366039908483721e-01
1.540000000000000000e+03 1.042505975464588808e+01 1.156485752850610893e-01
1.580000000000000000e+03 1.026232426210469839e+01 1.277405476057329459e-01
1.620000000000000000e+03 1.027674851967602798e+01 1.249468169804416606e-01
1.660000000000000000e+03 1.034807506678282962e+01 1.080383733630065624e-01
1.700000000000000000e+03 1.039294616401712545e+01 1.209573925101919550e-01
1.740000000000000000e+03 1.048233140110581019e+01 1.223554970914579598e-01
1.780000000000000000e+03 1.025820754697528514e+01 1.223865074258640440e-01
1.820000000000000000e+03 1.014647132776192251e+01 1.187108891950830192e-01
1.860000000000000000e+03 1.038283542525866032e+01 1.172629768397514399e-01
1.900000000000000000e+03 1.045275075001231357e+01 1.126906889842408666e-01
1.940000000000000000e+03 1.023411551017283827e+01 1.206256116156443209e-01
1.980000000000000000e+03 1.020594046302416480e+01 9.839154805683815452e-02
