# bin_center	<Rg>	+/-
2.000000000000000000e+01 1.023309807270192806e+01 7.905631600286718019e-02
6.000000000000000000e+01 1.011233836194382540e+01 8.121283968170754652e-02
1.000000000000000000e+02 1.040964479905745499e+01 8.022001780620043043e-02
1.400000000000000000e+02 1.038952933545237478e+01 8.053975393136662830e-02
1.800000000000000000e+02 1.011735057275055283e+01 7.640436905239657295e-02
2.200000000000000000e+02 1.032223740152707236e+01 7.822432970692942689e-02
2.600000000000000000e+02 1.025188588335141127e+01 7.378267419112040371e-02
3.000000000000000000e+02 1.032777371287423662e+01 7.485344067215472796e-02
3.400000000000000000e+02 1.024502543021217704e+01 7.419032184665633189e-02
3.800000000000000000e+02 1.035832293287146832e+01 7.051519019127699961e-02
4.200000000000000000e+02 1.033961021128785873e+01 6.898879148444489462e-02
4.600000000000000000e+02 1.019018525812815845e+01 6.502461660120999187e-02
5.000000000000000000e+02 1.017890176375659905e+01 6.180124715978510541e-02
5.400000000000000000e+02 1.032398799925806188e+01 5.891035197394231537e-02
5.800000000000000000e+02 1.022499588308943430e+01 5.614689478376982262e-02
6.200000000000000000e+02 1.025072944682938925e+01 5.407499489532818782e-02
6.600000000000000000e+02 1.033736067109446921e+01 5.733863959904447749e-02
7.000000000000000000e+02 1.015503756258224755e+01 6.957716096815082241e-02
7.400000000000000000e+02 1.014164717966356477e+01 5.212727114384629878e-02
7.800000000000000000e+02 1.004708004995329951e+01 3.153610845957995762e-02
8.200000000000000000e+02 1.015193986478724675e+01 2.402403848500287223e-02
8.600000000000000000e+02 1.004805851845495468e+01 1.988547137525124159e-02
9.000000000000000000e+02 1.004276667301715698e+01 1.844178384725583819e-02
9.400000000000000000e+02 1.014654534063046576e+01 8.808280935321512878e-03
9.800000000000000000e+02 1.027610388563739896e+01 6.069074472542408671e-03
1.020000000000000000e+03 1.027860781413426672e+01 6.028759383728759559e-03
1.060000000000000000e+03 1.016698863295643740e+01 8.826971062299425463e-03
1.100000000000000000e+03 1.006553057235054993e+01 1.656902375777198969e-02
1.140000000000000000e+03 1.005310719085431259e+01 1.739389649925767931e-02
1.180000000000000000e+03 1.004021335453420782e+01 2.031118640319107965e-02
1.220000000000000000e+03 1.006001467412890271e+01 2.860020109684541928e-02
1.260000000000000000e+03 1.000810389129419598e+01 4.808536985304372180e-02
1.300000000000000000e+03 1.008800122022763013e+01 6.803736898195829330e-02
1.340000000000000000e+03 1.018360132627240766e+01 5.697083144015734069e-02
1.380000000000000000e+03 1.026461005279967686e+01 5.499666904723173738e-02
1.420000000000000000e+03 1.029980275522344257e+01 5.893593453226261825e-02
1.460000000000000000e+03 1.030624213370074393e+01 6.140340713731638062e-02
1.500000000000000000e+03 1.028546428434738580e+01 6.548779307910830572e-02
1.540000000000000000e+03 1.019275807549685986e+01 6.732999592169829073e-02
1.580000000000000000e+03 1.018948477773447081e+01 6.678642067835781349e-02
1.620000000000000000e+03 1.034544465166984928e+01 7.275062868267449800e-02
1.660000000000000000e+03 1.029276295248201301e+01 7.265068116981499013e-02
1.700000000000000000e+03 1.042376656717434003e+01 7.394934354742628557e-02
1.740000000000000000e+03 1.032448870201598545e+01 7.185774540844644398e-02
1.780000000000000000e+03 1.035493681839209046e+01 7.508319396077459129e-02
1.820000000000000000e+03 1.019726163620300774e+01 7.600888569648532600e-02
1.860000000000000000e+03 1.023436525048277268e+01 7.582395328945865098e-02
1.900000000000000000e+03 1.042060886296279598e+01 8.125451385577936447e-02
1.940000000000000000e+03 1.018204330521782630e+01 8.082903551653330965e-02
1.980000000000000000e+03 1.021100322376068625e+01 7.836952677702489767e-02
