# bin_center	<Rg>	+/-
2.000000000000000000e+01 6.526724929798324304e+00 2.306280773223997119e-02
6.000000000000000000e+01 6.485585523020209742e+00 2.223176569877091321e-02
1.000000000000000000e+02 6.545173040069506065e+00 2.184949941146390948e-02
1.400000000000000000e+02 6.514977653774204569e+00 2.212920882559230376e-02
1.800000000000000000e+02 6.533595677552527015e+00 2.243466723382684866e-02
2.200000000000000000e+02 6.523621332086539049e+00 2.125063144820198840e-02
2.600000000000000000e+02 6.479517228134465512e+00 2.047008000180933901e-02
3.000000000000000000e+02 6.545572667763327246e+00 2.134629518248983004e-02
3.400000000000000000e+02 6.509673222162635220e+00 1.980240608149055198e-02
3.800000000000000000e+02 6.540420921140464472e+00 2.033699780529046527e-02
4.200000000000000000e+02 6.569896291567487445e+00 1.986473429908613975e-02
4.600000000000000000e+02 6.524388730822909821e+00 1.875097063806233089e-02
5.000000000000000000e+02 6.512990504591863683e+00 1.806212134741824737e-02
5.400000000000000000e+02 6.536022807319040062e+00 1.866761209572539992e-02
5.800000000000000000e+02 6.540881956650616225e+00 1.794379601068870830e-02
6.200000000000000000e+02 6.561436192987793348e+00 1.796399176637052467e-02
6.600000000000000000e+02 6.545486545220025931e+00 1.802266472339399822e-02
7.000000000000000000e+02 6.465145303221929929e+00 2.170967650186408915e-02
7.400000000000000000e+02 6.450714450469952510e+00 1.987923979677396619e-02
7.800000000000000000e+02 6.429103157817135816e+00 1.268999412913204665e-02
8.200000000000000000e+02 6.457451003687015856e+00 1.016194119630362512e-02
8.600000000000000000e+02 6.440723487443536399e+00 8.480864954049878446e-03
9.000000000000000000e+02 6.437002734670999260e+00 7.180634722943029201e-03
9.400000000000000000e+02 6.506453980527066250e+00 3.783871215818250273e-03
9.800000000000000000e+02 6.544136765591423099e+00 2.791707967043350388e-03
1.020000000000000000e+03 6.543841628588913828e+00 2.797357130869983135e-03
1.060000000000000000e+03 6.495584434562593046e+00 3.771697536717630479e-03
1.100000000000000000e+03 6.448476761157623471e+00 7.188174170561364811e-03
1.140000000000000000e+03 6.438371330279542448e+00 8.490976414423522314e-03
1.180000000000000000e+03 6.431783741580983538e+00 1.020400952246462364e-02
1.220000000000000000e+03 6.446754365384800067e+00 1.342759659366172566e-02
1.260000000000000000e+03 6.425774889695240688e+00 2.013432509303957063e-02
1.300000000000000000e+03 6.472128780918050772e+00 2.472543547073053835e-02
1.340000000000000000e+03 6.532685626571650417e+00 2.100371110004341929e-02
1.380000000000000000e+03 6.509642106482458779e+00 2.120094506170008136e-02
1.420000000000000000e+03 6.483459137949827422e+00 2.111425795317580303e-02
1.460000000000000000e+03 6.546122244953664904e+00 2.228510696495122553e-02
1.500000000000000000e+03 6.529006255376760492e+00 2.187505739595244428e-02
1.540000000000000000e+03 6.517693014863302992e+00 2.259018665306949600e-02
1.580000000000000000e+03 6.516713558943513895e+00 2.277382932356300169e-02
1.620000000000000000e+03 6.533010582555575319e+00 2.250937009250639567e-02
1.660000000000000000e+03 6.498585950412604006e+00 2.268739201409783468e-02
1.700000000000000000e+03 6.574046459890357852e+00 2.276223965709754313e-02
1.740000000000000000e+03 6.501527159779556975e+00 2.324635398891777144e-02
1.780000000000000000e+03 6.533213429919491055e+00 2.277691132906315905e-02
1.820000000000000000e+03 6.554590168582722143e+00 2.418273226116447044e-02
1.860000000000000000e+03 6.527603148512086229e+00 2.444478271735826130e-02
1.900000000000000000e+03 6.548251501131777452e+00 2.383913167346587980e-02
1.940000000000000000e+03 6.520417042802558960e+00 2.377459125278478039e-02
1.980000000000000000e+03 6.558679263574098250e+00 2.430151508262912499e-02
