# bin_center	<Rg>	+/-
2.000000000000000000e+01 1.433910284993421413e+01 1.135400862559142965e+00
6.000000000000000000e+01 1.303170925725419060e+01 6.307883260833475614e-01
1.000000000000000000e+02 1.329785145474145658e+01 5.809782496226985060e-01
1.400000000000000000e+02 1.418513181551012892e+01 1.158257457446784544e+00
1.800000000000000000e+02 1.323299078609393575e+01 5.591977368784758484e-01
2.200000000000000000e+02 1.559976275420837055e+01 1.054708957338747810e+00
2.600000000000000000e+02 1.274308501697970541e+01 5.850532731545332599e-01
3.000000000000000000e+02 1.382945650413170391e+01 5.215234296626057864e-01
3.400000000000000000e+02 1.307969110844262062e+01 3.823046515493514486e-01
3.800000000000000000e+02 1.306981884343834466e+01 3.239534831126177905e-01
4.200000000000000000e+02 1.269523006297496792e+01 3.463810491414013315e-01
4.600000000000000000e+02 1.421403967024749448e+01 3.478211365800960020e-01
5.000000000000000000e+02 1.312809337905471274e+01 2.504433476565793293e-01
5.400000000000000000e+02 1.306083156850580096e+01 3.394203885346862570e-01
5.800000000000000000e+02 1.309861529988479845e+01 2.444565704512772775e-01
6.200000000000000000e+02 1.305121115273039578e+01 2.727795598451199788e-01
6.600000000000000000e+02 1.331374474410887210e+01 2.840356748531279174e-01
7.000000000000000000e+02 1.333803480607510039e+01 2.646226016221999155e-01
7.400000000000000000e+02 1.259127723664460952e+01 1.976220787143770086e-01
7.800000000000000000e+02 1.274254172611196267e+01 7.757233867247591286e-02
8.200000000000000000e+02 1.275448513260927363e+01 5.437998804993088298e-02
8.600000000000000000e+02 1.275767523687790472e+01 4.323717540807033022e-02
9.000000000000000000e+02 1.284269587459837147e+01 3.616184805004159231e-02
9.400000000000000000e+02 1.299968287526712807e+01 1.159555214350024670e-02
9.800000000000000000e+02 1.321273493171017854e+01 7.129446854771578392e-03
1.020000000000000000e+03 1.320499412724662314e+01 7.077927322078667038e-03
1.060000000000000000e+03 1.300064331933381823e+01 1.140279254224721255e-02
1.100000000000000000e+03 1.278898892686494548e+01 3.054820247963828048e-02
1.140000000000000000e+03 1.272200984240576105e+01 3.305634831849483396e-02
1.180000000000000000e+03 1.280877725515662569e+01 4.148075604490213120e-02
1.220000000000000000e+03 1.279512385094553295e+01 5.959697148752127888e-02
1.260000000000000000e+03 1.266102992788069415e+01 1.156154726774576841e-01
1.300000000000000000e+03 1.339877660685689698e+01 1.931000779388684918e-01
1.340000000000000000e+03 1.314085878087006165e+01 1.512382664984833480e-01
1.380000000000000000e+03 1.308796851535278805e+01 1.399041642906732608e-01
1.420000000000000000e+03 1.305423220841666954e+01 1.995081095688012451e-01
1.460000000000000000e+03 1.317364943474714600e+01 1.827535240004469763e-01
1.500000000000000000e+03 1.335984500502669192e+01 2.234547562179482472e-01
1.540000000000000000e+03 1.317928413864564163e+01 1.953746307712952157e-01
1.580000000000000000e+03 1.351373543374321606e+01 2.280776211066345704e-01
1.620000000000000000e+03 1.337542172293154508e+01 2.147814499350312323e-01
1.660000000000000000e+03 1.304432216280424051e+01 2.229972009935381194e-01
1.700000000000000000e+03 1.291685749707869846e+01 2.433229780417831556e-01
1.740000000000000000e+03 1.384037348188136463e+01 2.908075864398790289e-01
1.780000000000000000e+03 1.330803912140032530e+01 3.008449442739557500e-01
1.820000000000000000e+03 1.364632294681125835e+01 3.470269846654387980e-01
1.860000000000000000e+03 1.351964359996744314e+01 3.242616867489633847e-01
1.900000000000000000e+03 1.364297899601182884e+01 4.517405159318431673e-01
1.940000000000000000e+03 1.371913226046586409e+01 9.385018507308305891e-01
1.980000000000000000e+03 1.302781848293818356e+01 7.007035871789003556e-01
