# bin_center	<Rg>	+/-
2.000000000000000000e+01 1.256699469116464130e+01 4.040960134781826918e-01
6.000000000000000000e+01 1.294962530464905015e+01 4.672821990061343800e-01
1.000000000000000000e+02 1.293734013005513361e+01 3.483176468679344828e-01
1.400000000000000000e+02 1.363165314329422628e+01 4.269370335309189413e-01
1.800000000000000000e+02 1.370469829779089466e+01 5.263658647276082680e-01
2.200000000000000000e+02 1.286159748717969542e+01 3.666028462543571842e-01
2.600000000000000000e+02 1.302810670177032115e+01 4.015770625126663385e-01
3.000000000000000000e+02 1.365972843990842023e+01 2.659321564004019645e-01
3.400000000000000000e+02 1.364985309327280660e+01 3.818109507539717007e-01
3.800000000000000000e+02 1.341234437226015075e+01 3.353557586537684876e-01
4.200000000000000000e+02 1.317204785371599840e+01 3.069355518794601445e-01
4.600000000000000000e+02 1.303159109563579676e+01 2.852532691072545146e-01
5.000000000000000000e+02 1.280723960176366027e+01 3.108781843340707174e-01
5.400000000000000000e+02 1.331967016673176474e+01 3.178514426613305299e-01
5.800000000000000000e+02 1.312729558824588416e+01 2.486679473640297511e-01
6.200000000000000000e+02 1.320453093859783600e+01 2.038328462904523131e-01
6.600000000000000000e+02 1.315184586973323633e+01 1.779143364962893215e-01
7.000000000000000000e+02 1.300146582660972960e+01 2.537865443234628704e-01
7.400000000000000000e+02 1.316940459525756602e+01 1.870865474992850219e-01
7.800000000000000000e+02 1.277627694619689436e+01 8.966982956603813948e-02
8.200000000000000000e+02 1.271234430848682173e+01 5.601724415056817674e-02
8.600000000000000000e+02 1.277324379561521894e+01 4.201944757756568422e-02
9.000000000000000000e+02 1.287153246835820930e+01 3.051992780988505363e-02
9.400000000000000000e+02 1.303243867087619101e+01 1.122253392779783837e-02
9.800000000000000000e+02 1.320480507107190427e+01 7.094412044916772152e-03
1.020000000000000000e+03 1.322640397342321172e+01 7.251753015835896501e-03
1.060000000000000000e+03 1.300028260328043217e+01 1.103187705148895963e-02
1.100000000000000000e+03 1.279269135151243297e+01 3.188790753027539310e-02
1.140000000000000000e+03 1.275934655475896662e+01 3.896964713027171318e-02
1.180000000000000000e+03 1.286761582614997046e+01 4.902172377505391310e-02
1.220000000000000000e+03 1.279992856242130905e+01 8.621861819981915809e-02
1.260000000000000000e+03 1.279527179507525858e+01 1.573612685251535026e-01
1.300000000000000000e+03 1.313914962323752000e+01 1.889613800272062216e-01
1.340000000000000000e+03 1.337960734969311183e+01 1.587649960077507361e-01
1.380000000000000000e+03 1.320929256088890824e+01 1.801377557008837782e-01
1.420000000000000000e+03 1.364309124781228277e+01 1.937492487508727657e-01
1.460000000000000000e+03 1.307563055662095408e+01 1.898741033632764252e-01
1.500000000000000000e+03 1.331810526069234868e+01 1.958099921947106525e-01
1.540000000000000000e+03 1.322354311898606305e+01 1.913489496298646786e-01
1.580000000000000000e+03 1.349662242780691201e+01 2.188159467619928411e-01
1.620000000000000000e+03 1.335473663920483034e+01 2.320070864279069889e-01
1.660000000000000000e+03 1.310598228050135106e+01 2.783947753422664761e-01
1.700000000000000000e+03 1.281241624029785342e+01 2.307174718909154043e-01
1.740000000000000000e+03 1.371789322319085613e+01 2.778093225895102991e-01
1.780000000000000000e+03 1.320027356595695878e+01 2.544958637692780745e-01
1.820000000000000000e+03 1.331401052294500076e+01 3.324724309443551351e-01
1.860000000000000000e+03 1.369668952942089390e+01 4.405362363021367855e-01
1.900000000000000000e+03 1.367971752173460054e+01 5.006672484282019830e-01
1.940000000000000000e+03 1.309213667344475063e+01 5.317110454427051991e-01
1.980000000000000000e+03 1.449839678494579864e+01 5.371807722097000637e-01
