# bin_center	<Rg>	+/-
2.000000000000000000e+01 6.494139701683886656e+00 3.229002790476124402e-02
6.000000000000000000e+01 6.477109789553447072e+00 3.116043479722465856e-02
1.000000000000000000e+02 6.492685693623828413e+00 3.034921845560561299e-02
1.400000000000000000e+02 6.529840141672869969e+00 3.140139303235219698e-02
1.800000000000000000e+02 6.523454811850481150e+00 3.108806041355275523e-02
2.200000000000000000e+02 6.492475920690510272e+00 3.004005753621843966e-02
2.600000000000000000e+02 6.493610317419634015e+00 2.996366075884188823e-02
3.000000000000000000e+02 6.509218316137112659e+00 3.125573058768484763e-02
3.400000000000000000e+02 6.490404015992792708e+00 2.861919067716885492e-02
3.800000000000000000e+02 6.567205582830117017e+00 2.832813215273795662e-02
4.200000000000000000e+02 6.498471336355836847e+00 2.886884137412370349e-02
4.600000000000000000e+02 6.552755398082404703e+00 2.852684891761660124e-02
5.000000000000000000e+02 6.523073677768230993e+00 2.831990714573822537e-02
5.400000000000000000e+02 6.477819450989062311e+00 2.705528377930108835e-02
5.800000000000000000e+02 6.518268181598893207e+00 2.618226187978813305e-02
6.200000000000000000e+02 6.558684061166585089e+00 2.547721193802333223e-02
6.600000000000000000e+02 6.543220967550565703e+00 2.565441742566645922e-02
7.000000000000000000e+02 6.554262999836867110e+00 2.786242331951706633e-02
7.400000000000000000e+02 6.435532564533737343e+00 2.097689980556202358e-02
7.800000000000000000e+02 6.405673530245659109e+00 1.366455280643384500e-02
8.200000000000000000e+02 6.434821497699751980e+00 1.028558916230005137e-02
8.600000000000000000e+02 6.434001542861688350e+00 8.819761986653783595e-03
9.000000000000000000e+02 6.432667727205186203e+00 7.559301714738806376e-03
9.400000000000000000e+02 6.495820883276745228e+00 3.685919138895742304e-03
9.800000000000000000e+02 6.540643082438163169e+00 2.673692152473274106e-03
1.020000000000000000e+03 6.538156249738512393e+00 2.661270497928515128e-03
1.060000000000000000e+03 6.496566774867299721e+00 3.616847758558104642e-03
1.100000000000000000e+03 6.448989234013821736e+00 7.023945483997082184e-03
1.140000000000000000e+03 6.444297710202555152e+00 7.974825676343139103e-03
1.180000000000000000e+03 6.430933771033118695e+00 9.637113333214009439e-03
1.220000000000000000e+03 6.434817533845872184e+00 1.330844943565054860e-02
1.260000000000000000e+03 6.417881189451528634e+00 2.112698804156331808e-02
1.300000000000000000e+03 6.458705729361634340e+00 2.819068467252321825e-02
1.340000000000000000e+03 6.528393334164062090e+00 2.537794368909467718e-02
1.380000000000000000e+03 6.534028097775518518e+00 2.602324230651434367e-02
1.420000000000000000e+03 6.498550734399453077e+00 2.606081259714590828e-02
1.460000000000000000e+03 6.528172971894655063e+00 2.590034285582602444e-02
1.500000000000000000e+03 6.498284979088222002e+00 2.595335080513814369e-02
1.540000000000000000e+03 6.575951554508360886e+00 2.782462604208730747e-02
1.580000000000000000e+03 6.480526024487067716e+00 2.728359043892073649e-02
1.620000000000000000e+03 6.503561688847943500e+00 2.787890235687236554e-02
1.660000000000000000e+03 6.521130364734688989e+00 2.765602368378884332e-02
1.700000000000000000e+03 6.521853075276146328e+00 2.868012132133209574e-02
1.740000000000000000e+03 6.461009017580082947e+00 2.859369094757780588e-02
1.780000000000000000e+03 6.552986281243467381e+00 3.159972978629104617e-02
1.820000000000000000e+03 6.478029831877984535e+00 3.037971013295802380e-02
1.860000000000000000e+03 6.531291195224458335e+00 3.167280639020216004e-02
1.900000000000000000e+03 6.518494430703061226e+00 2.981853682872410635e-02
1.940000000000000000e+03 6.562999518176812153e+00 3.142812059817338965e-02
1.980000000000000000e+03 6.507412870258607818e+00 3.120995404561042671e-02
