# bin_center	<Rg>	+/-
2.000000000000000000e+01 6.515671792346838131e+00 1.921197908230254728e-02
6.000000000000000000e+01 6.529721734855031379e+00 1.891133587564176183e-02
1.000000000000000000e+02 6.535344389367780060e+00 1.894472429391901372e-02
1.400000000000000000e+02 6.550419044740297458e+00 1.853220161271104324e-02
1.800000000000000000e+02 6.516919579238481752e+00 1.845255559357839026e-02
2.200000000000000000e+02 6.546839072365612466e+00 1.754708023444473061e-02
2.600000000000000000e+02 6.528564458099952006e+00 1.790509242135715842e-02
3.000000000000000000e+02 6.533274193412951902e+00 1.743415458851568095e-02
3.400000000000000000e+02 6.552435995116000278e+00 1.751654455579115463e-02
3.800000000000000000e+02 6.502938758358508764e+00 1.654733392927815183e-02
4.200000000000000000e+02 6.536853707289573379e+00 1.669841763633638995e-02
4.600000000000000000e+02 6.551078924546230198e+00 1.643827271567894696e-02
5.000000000000000000e+02 6.518948698182738255e+00 1.649049683176138578e-02
5.400000000000000000e+02 6.563888746308413680e+00 1.611425348856233494e-02
5.800000000000000000e+02 6.501555661820687781e+00 1.548313748062405196e-02
6.200000000000000000e+02 6.543378694095145498e+00 1.546951131835003906e-02
6.600000000000000000e+02 6.517745694015657065e+00 1.583890137219227598e-02
7.000000000000000000e+02 6.454742202251502192e+00 1.819312859942627536e-02
7.400000000000000000e+02 6.463971212481498974e+00 1.317992285351674356e-02
7.800000000000000000e+02 6.470098438938580721e+00 9.494495753345100209e-03
8.200000000000000000e+02 6.463499471429883236e+00 7.809646572218113120e-03
8.600000000000000000e+02 6.472590960703472618e+00 6.866024020886103696e-03
9.000000000000000000e+02 6.473572663142200589e+00 6.125608381438676052e-03
9.400000000000000000e+02 6.506215327426184913e+00 4.142676205084264325e-03
9.800000000000000000e+02 6.564285102083384338e+00 3.458581757380801373e-03
1.020000000000000000e+03 6.559388794079749729e+00 3.449918502710165331e-03
1.060000000000000000e+03 6.508421999260483481e+00 4.203782614991732544e-03
1.100000000000000000e+03 6.473084137807064486e+00 6.113889195427857012e-03
1.140000000000000000e+03 6.490499493562164268e+00 6.770365669273051452e-03
1.180000000000000000e+03 6.476805325918396861e+00 7.403156622074470207e-03
1.220000000000000000e+03 6.479332833969345451e+00 8.654934510578454060e-03
1.260000000000000000e+03 6.451244638153656119e+00 1.294749305048517249e-02
1.300000000000000000e+03 6.469859150888884969e+00 1.871331614790731207e-02
1.340000000000000000e+03 6.555488354781579652e+00 1.658853737852546487e-02
1.380000000000000000e+03 6.559263164445741978e+00 1.582891890231516788e-02
1.420000000000000000e+03 6.519735992406912928e+00 1.603825995992140888e-02
1.460000000000000000e+03 6.533891798297811526e+00 1.670257579212828039e-02
1.500000000000000000e+03 6.542053208063933312e+00 1.682086549921235283e-02
1.540000000000000000e+03 6.516004510569730179e+00 1.720472594409023712e-02
1.580000000000000000e+03 6.511826074506871009e+00 1.811245024940466922e-02
1.620000000000000000e+03 6.553506101694961394e+00 1.772728284694422007e-02
1.660000000000000000e+03 6.523272277980900036e+00 1.812647351589805403e-02
1.700000000000000000e+03 6.526154614539320775e+00 1.724295303630470413e-02
1.740000000000000000e+03 6.515783195990550780e+00 1.815354780297207329e-02
1.780000000000000000e+03 6.540243062877808100e+00 1.822905151943677790e-02
1.820000000000000000e+03 6.534690085525351577e+00 1.843242875916272991e-02
1.860000000000000000e+03 6.566467740836023026e+00 1.894205588120417144e-02
1.900000000000000000e+03 6.548485133999203178e+00 1.899430372133547457e-02
1.940000000000000000e+03 6.560869608731249691e+00 1.887594934152438120e-02
1.980000000000000000e+03 6.511487725098373147e+00 1.906624558867847305e-02
