# bin_center	<Rg>	+/-
2.000000000000000000e+01 6.538219196963131807e+00 2.197765381923013489e-02
6.000000000000000000e+01 6.535540431633273251e+00 2.167500844838189666e-02
1.000000000000000000e+02 6.506084676194495486e+00 2.109729599925813312e-02
1.400000000000000000e+02 6.535865913580284570e+00 2.105566580270149327e-02
1.800000000000000000e+02 6.530837247809597734e+00 2.020893031588943262e-02
2.200000000000000000e+02 6.579143707331774671e+00 2.037282178906534361e-02
2.600000000000000000e+02 6.527566924859173447e+00 1.973633219386528720e-02
3.000000000000000000e+02 6.536062331048241525e+00 1.935769785224962861e-02
3.400000000000000000e+02 6.538984428367303536e+00 1.950799471978877098e-02
3.800000000000000000e+02 6.559823866206873078e+00 1.919290052146480421e-02
4.200000000000000000e+02 6.514458346336933658e+00 1.905310308500721139e-02
4.600000000000000000e+02 6.525305840446541161e+00 1.824990076375399353e-02
5.000000000000000000e+02 6.508521944148550453e+00 1.813154239485805994e-02
5.400000000000000000e+02 6.507519054962490834e+00 1.811829144845663805e-02
5.800000000000000000e+02 6.500787561496555789e+00 1.751023661240311280e-02
6.200000000000000000e+02 6.526845456702077719e+00 1.745600015762409363e-02
6.600000000000000000e+02 6.522018892677997393e+00 1.773227595783240934e-02
7.000000000000000000e+02 6.488553142941706042e+00 2.106101004311073527e-02
7.400000000000000000e+02 6.435932698466943158e+00 1.658370172352064895e-02
7.800000000000000000e+02 6.452454406704312362e+00 1.071864008040971684e-02
8.200000000000000000e+02 6.462273265321170079e+00 8.324579213672989378e-03
8.600000000000000000e+02 6.483437670582947732e+00 7.173341849243250121e-03
9.000000000000000000e+02 6.464652214112662776e+00 6.290565845194820080e-03
9.400000000000000000e+02 6.504597763302845337e+00 4.200129986280136916e-03
9.800000000000000000e+02 6.550067078182019387e+00 3.274091283156646808e-03
1.020000000000000000e+03 6.548190658208574710e+00 3.289064432134740281e-03
1.060000000000000000e+03 6.507685813997420077e+00 4.188818320487530146e-03
1.100000000000000000e+03 6.479830131807756466e+00 5.852287201472608849e-03
1.140000000000000000e+03 6.466901317387549142e+00 6.048004647808350419e-03
1.180000000000000000e+03 6.473422175423872105e+00 6.984292531603947078e-03
1.220000000000000000e+03 6.460708029407031816e+00 8.937254326750597444e-03
1.260000000000000000e+03 6.439220524172196036e+00 1.373499615079118961e-02
1.300000000000000000e+03 6.482384702495210149e+00 1.861507790823539038e-02
1.340000000000000000e+03 6.509201849435698684e+00 1.692433699105699851e-02
1.380000000000000000e+03 6.515264064933536048e+00 1.607659542300276037e-02
1.420000000000000000e+03 6.528850219817125655e+00 1.692101153007825182e-02
1.460000000000000000e+03 6.497192854307629162e+00 1.716804117367774427e-02
1.500000000000000000e+03 6.513278120518870118e+00 1.694240266554033342e-02
1.540000000000000000e+03 6.568753145284550676e+00 1.847652159894478882e-02
1.580000000000000000e+03 6.517308544917477242e+00 1.887216547871303080e-02
1.620000000000000000e+03 6.509490367180079673e+00 1.859271450371541290e-02
1.660000000000000000e+03 6.526186992893008743e+00 1.883883023799686612e-02
1.700000000000000000e+03 6.560377092132268828e+00 1.885158654046773657e-02
1.740000000000000000e+03 6.545027728010637702e+00 1.907685899377711478e-02
1.780000000000000000e+03 6.497448640633762373e+00 1.979818108280496231e-02
1.820000000000000000e+03 6.548728950395919846e+00 1.996529926693699220e-02
1.860000000000000000e+03 6.511486703002391963e+00 1.980117155018010222e-02
1.900000000000000000e+03 6.561155695387856923e+00 2.055475173280936832e-02
1.940000000000000000e+03 6.558354179403938389e+00 2.121409812544272980e-02
1.980000000000000000e+03 6.536105793649808149e+00 2.129530314674080507e-02
