# bin_center	<Rg>	+/-
2.000000000000000000e+01 2.537233880021551258e+01 2.393088151718877898e-01
6.000000000000000000e+01 2.529702564331146775e+01 2.610767258706178651e-01
1.000000000000000000e+02 2.588871672883329822e+01 2.941328677216127341e-01
1.400000000000000000e+02 2.599133187803612799e+01 2.546906460858121002e-01
1.800000000000000000e+02 2.592565312749286122e+01 2.241057069132250668e-01
2.200000000000000000e+02 2.564455483905661382e+01 2.420675468783460849e-01
2.600000000000000000e+02 2.510697906467031970e+01 2.815747685028344161e-01
3.000000000000000000e+02 2.586591357097666943e+01 2.611196088521081093e-01
3.400000000000000000e+02 2.559232493123150221e+01 2.427788459444199520e-01
3.800000000000000000e+02 2.575034670206158793e+01 2.383005323532815800e-01
4.200000000000000000e+02 2.566359049696912820e+01 2.188949883715739508e-01
4.600000000000000000e+02 2.535170147849112610e+01 2.095804782601300986e-01
5.000000000000000000e+02 2.565096493433642522e+01 1.824683254194841564e-01
5.400000000000000000e+02 2.532140592025769621e+01 1.853817031577461860e-01
5.800000000000000000e+02 2.603639163796691136e+01 1.555759395077435103e-01
6.200000000000000000e+02 2.564608221207057781e+01 1.534770424298396718e-01
6.600000000000000000e+02 2.576451110310270209e+01 1.468915942948612052e-01
7.000000000000000000e+02 2.546615394370954277e+01 1.960583035083622860e-01
7.400000000000000000e+02 2.578450106453141899e+01 1.285631611611823266e-01
7.800000000000000000e+02 2.569297886615538928e+01 8.000961873038740790e-02
8.200000000000000000e+02 2.555391670036153684e+01 5.985960038643519526e-02
8.600000000000000000e+02 2.552789884617361338e+01 5.104258689884231398e-02
9.000000000000000000e+02 2.561970436303903753e+01 4.104652424621235002e-02
9.400000000000000000e+02 2.562754437164727506e+01 1.562969972272872793e-02
9.800000000000000000e+02 2.550133802238269354e+01 9.188334827641881503e-03
1.020000000000000000e+03 2.550916309076060529e+01 9.229915290948596807e-03
1.060000000000000000e+03 2.561276835765021076e+01 1.538551907152519403e-02
1.100000000000000000e+03 2.560954616614250412e+01 3.775714879007031899e-02
1.140000000000000000e+03 2.551908112091435044e+01 4.649151635229011731e-02
1.180000000000000000e+03 2.556715190025405349e+01 5.209611112125601268e-02
1.220000000000000000e+03 2.550810824793874687e+01 7.107688687843692621e-02
1.260000000000000000e+03 2.593053955480291961e+01 1.170041397410210432e-01
1.300000000000000000e+03 2.579181694279974124e+01 1.592540935344146091e-01
1.340000000000000000e+03 2.566030984190026487e+01 1.355311941864737746e-01
1.380000000000000000e+03 2.576975272452359533e+01 1.321037298372097490e-01
1.420000000000000000e+03 2.564879189233171175e+01 1.504049901844836667e-01
1.460000000000000000e+03 2.582766666284694068e+01 1.375554076179949792e-01
1.500000000000000000e+03 2.535271692321019543e+01 1.596281835277559846e-01
1.540000000000000000e+03 2.568173377214392161e+01 1.591897559854998090e-01
1.580000000000000000e+03 2.561254114983346497e+01 1.598692142973294483e-01
1.620000000000000000e+03 2.523679735425665172e+01 1.726974938262545445e-01
1.660000000000000000e+03 2.537289679244061702e+01 1.726865719976696800e-01
1.700000000000000000e+03 2.573207263309551607e+01 2.049685555895697509e-01
1.740000000000000000e+03 2.521876183853068554e+01 2.157304340334634807e-01
1.780000000000000000e+03 2.507755311743521887e+01 2.515972535143330968e-01
1.820000000000000000e+03 2.544753647075065217e+01 2.418510565023794801e-01
1.860000000000000000e+03 2.544063225883139623e+01 2.425399136009826762e-01
1.900000000000000000e+03 2.530187613022130932e+01 2.648474743309587875e-01
1.940000000000000000e+03 2.557142222674262300e+01 2.253812047528871154e-01
1.980000000000000000e+03 2.532770075828430478e+01 2.297390972714859203e-01
