# bin_center	<Rg>	+/-
2.000000000000000000e+01 1.002456623420070692e+01 1.543699685641506704e-02
6.000000000000000000e+01 1.002829744157401315e+01 1.452440113899903032e-02
1.000000000000000000e+02 1.000928638642053592e+01 1.416699146877020872e-02
1.400000000000000000e+02 1.002626011559888930e+01 1.461625537670277822e-02
1.800000000000000000e+02 1.003296126820096568e+01 1.484899488171783841e-02
2.200000000000000000e+02 1.003445730188236240e+01 1.489938327117909696e-02
2.600000000000000000e+02 1.002280089344705338e+01 1.460931049664705890e-02
3.000000000000000000e+02 1.001854162367816059e+01 1.538178590468425137e-02
3.400000000000000000e+02 1.002684768867720599e+01 1.405360906731320525e-02
3.800000000000000000e+02 1.002558748655295950e+01 1.467950741127287302e-02
4.200000000000000000e+02 1.001605274165238590e+01 1.389073813194134470e-02
4.600000000000000000e+02 1.001314455069074505e+01 1.413026139402936629e-02
5.000000000000000000e+02 9.985023824753163524e+00 1.421289066670534083e-02
5.400000000000000000e+02 1.005258545052604724e+01 1.265696635418321093e-02
5.800000000000000000e+02 9.998155504171256425e+00 1.388184926108152438e-02
6.200000000000000000e+02 1.002176362457471903e+01 1.260564450521129906e-02
6.600000000000000000e+02 1.003037191396182060e+01 1.298887914173042606e-02
7.000000000000000000e+02 1.001944608848570617e+01 1.437379698368169111e-02
7.400000000000000000e+02 1.001068301827747398e+01 1.213092315590001344e-02
7.800000000000000000e+02 1.000847393704277266e+01 8.238309730962210115e-03
8.200000000000000000e+02 1.001187522234997118e+01 5.999342298134988441e-03
8.600000000000000000e+02 1.001913796314429916e+01 4.897188905532793950e-03
9.000000000000000000e+02 1.001435393164965326e+01 4.190201409025151591e-03
9.400000000000000000e+02 1.001577485362407494e+01 2.130559936002202146e-03
9.800000000000000000e+02 1.002452585235985083e+01 1.465846336126047384e-03
1.020000000000000000e+03 1.002164472580872534e+01 1.468529314416888026e-03
1.060000000000000000e+03 1.001872994837742148e+01 2.117201854675124922e-03
1.100000000000000000e+03 1.001358923403854462e+01 4.394223250880366881e-03
1.140000000000000000e+03 1.002353901508453582e+01 5.107106194813847491e-03
1.180000000000000000e+03 1.001458890974950577e+01 5.774873543906841253e-03
1.220000000000000000e+03 1.000955284022478509e+01 7.576335637173901329e-03
1.260000000000000000e+03 1.002003489673290382e+01 1.192351433866147524e-02
1.300000000000000000e+03 1.003828509886108300e+01 1.260465224301104276e-02
1.340000000000000000e+03 9.989985723805020257e+00 1.218640644254987901e-02
1.380000000000000000e+03 1.001571229485311321e+01 1.252024355937610134e-02
1.420000000000000000e+03 1.002029593404866326e+01 1.218428091390905479e-02
1.460000000000000000e+03 1.004603011171906068e+01 1.176149546383780525e-02
1.500000000000000000e+03 1.002641660353820185e+01 1.219176502367719933e-02
1.540000000000000000e+03 1.003303142460860542e+01 1.301879523350252255e-02
1.580000000000000000e+03 1.001950803288125158e+01 1.319724985353095195e-02
1.620000000000000000e+03 1.003236349878482514e+01 1.408630248145301654e-02
1.660000000000000000e+03 9.998027845673890468e+00 1.449899271488508043e-02
1.700000000000000000e+03 1.003525042809069134e+01 1.406994114657497512e-02
1.740000000000000000e+03 1.002213747357047602e+01 1.418830159041303135e-02
1.780000000000000000e+03 1.002246465220500760e+01 1.437300130929451344e-02
1.820000000000000000e+03 1.003886646466265375e+01 1.499354180494747238e-02
1.860000000000000000e+03 1.004497717133489409e+01 1.461891520797251737e-02
1.900000000000000000e+03 1.001293699613159482e+01 1.441097686962971788e-02
1.940000000000000000e+03 1.002556969599518233e+01 1.492245026981394405e-02
1.980000000000000000e+03 1.003843764074773937e+01 1.395379705132117863e-02
