# bin_center	<Rg>	+/-
2.000000000000000000e+01 1.835904595036435794e+01 1.020409130380273977e-01
6.000000000000000000e+01 1.863865864734849964e+01 8.229529586204047120e-02
1.000000000000000000e+02 1.848237793399245277e+01 8.012807124459900288e-02
1.400000000000000000e+02 1.839836927013698542e+01 8.549402401009759123e-02
1.800000000000000000e+02 1.827596052199076837e+01 7.413018164752856187e-02
2.200000000000000000e+02 1.832465565184152112e+01 7.794850865609284640e-02
2.600000000000000000e+02 1.850867348518809408e+01 6.850183985364077799e-02
3.000000000000000000e+02 1.839915235256829718e+01 6.758564072068663775e-02
3.400000000000000000e+02 1.840196928238772500e+01 6.537421555113755167e-02
3.800000000000000000e+02 1.845529511363555386e+01 6.624077549684186106e-02
4.200000000000000000e+02 1.845511883110716056e+01 6.821320380252343663e-02
4.600000000000000000e+02 1.849041136878122771e+01 5.807324198298153412e-02
5.000000000000000000e+02 1.844508558264550402e+01 5.858121273057092376e-02
5.400000000000000000e+02 1.835611109797003238e+01 6.033775349963301643e-02
5.800000000000000000e+02 1.836899609828327584e+01 5.602482767680661696e-02
6.200000000000000000e+02 1.843779698227033137e+01 5.398176825462338430e-02
6.600000000000000000e+02 1.846391537950037431e+01 5.320239131434031932e-02
7.000000000000000000e+02 1.838678045909101044e+01 6.934083809317410918e-02
7.400000000000000000e+02 1.835755700201628926e+01 5.492941681642245222e-02
7.800000000000000000e+02 1.843967226982482899e+01 3.366071851167144746e-02
8.200000000000000000e+02 1.834750602846466805e+01 2.626747999365829436e-02
8.600000000000000000e+02 1.838928818390981235e+01 2.145729849189583968e-02
9.000000000000000000e+02 1.834248192863188720e+01 1.827356099342733811e-02
9.400000000000000000e+02 1.843441190121020412e+01 8.212300849752385279e-03
9.800000000000000000e+02 1.840072335522679836e+01 5.163120009870861282e-03
1.020000000000000000e+03 1.840925640574227984e+01 5.142804633119926229e-03
1.060000000000000000e+03 1.842225874053402279e+01 8.646725578774177093e-03
1.100000000000000000e+03 1.841948898991103434e+01 2.270130190833262104e-02
1.140000000000000000e+03 1.837069562889521279e+01 2.559012156786070330e-02
1.180000000000000000e+03 1.835935225352873346e+01 3.081610921862443925e-02
1.220000000000000000e+03 1.832742369071757693e+01 4.785881237172349284e-02
1.260000000000000000e+03 1.849308448855042997e+01 8.247560747391298464e-02
1.300000000000000000e+03 1.852491687877463988e+01 8.935674416666272712e-02
1.340000000000000000e+03 1.848554535137558474e+01 7.402132672695678484e-02
1.380000000000000000e+03 1.828045894332430166e+01 8.003169061902537518e-02
1.420000000000000000e+03 1.838906730111663279e+01 8.219477129447114172e-02
1.460000000000000000e+03 1.842973561695514917e+01 8.128592705232681737e-02
1.500000000000000000e+03 1.846185666153335347e+01 8.110185748443939080e-02
1.540000000000000000e+03 1.843291110950785594e+01 8.768932534983751859e-02
1.580000000000000000e+03 1.834685105406667915e+01 8.710296997672316299e-02
1.620000000000000000e+03 1.834836579031702897e+01 8.514438490954007177e-02
1.660000000000000000e+03 1.842785385919660257e+01 8.660151556519393723e-02
1.700000000000000000e+03 1.835351270754138753e+01 9.005212771949276662e-02
1.740000000000000000e+03 1.838990194742858009e+01 8.957109577264693590e-02
1.780000000000000000e+03 1.844784544061983667e+01 8.536149852708052599e-02
1.820000000000000000e+03 1.838728380618396230e+01 9.299697425807870732e-02
1.860000000000000000e+03 1.837963025953066420e+01 9.130621360438538614e-02
1.900000000000000000e+03 1.844553679177428762e+01 9.608339611673931413e-02
1.940000000000000000e+03 1.857399589489714842e+01 8.923253971694337927e-02
1.980000000000000000e+03 1.833326162641370871e+01 8.583252400520272052e-02
