# bin_center	<Rg>	+/-
2.000000000000000000e+01 1.001883723703542728e+01 1.411511867421943490e-02
6.000000000000000000e+01 1.002865986423680233e+01 1.398579377818376726e-02
1.000000000000000000e+02 1.000901112210129540e+01 1.362921303030053058e-02
1.400000000000000000e+02 1.003982641877453297e+01 1.354103401510480323e-02
1.800000000000000000e+02 1.002855634668735796e+01 1.299613838742307015e-02
2.200000000000000000e+02 1.002199218856367580e+01 1.346668397013611566e-02
2.600000000000000000e+02 1.003626229659061408e+01 1.298629938335487365e-02
3.000000000000000000e+02 1.001813864103243468e+01 1.247147607313735425e-02
3.400000000000000000e+02 1.001411128226163960e+01 1.372716448786716684e-02
3.800000000000000000e+02 1.003417833607938014e+01 1.301512723861981795e-02
4.200000000000000000e+02 1.002816731565127562e+01 1.214638487970509141e-02
4.600000000000000000e+02 1.001996786579260146e+01 1.282048446483867801e-02
5.000000000000000000e+02 1.002645224220226261e+01 1.207855987828319877e-02
5.400000000000000000e+02 1.003416902653239084e+01 1.078727124465361960e-02
5.800000000000000000e+02 1.001627632420397696e+01 1.180993687297417910e-02
6.200000000000000000e+02 1.001196772271501878e+01 1.086714835746001133e-02
6.600000000000000000e+02 1.000437106456622338e+01 1.121149646681293688e-02
7.000000000000000000e+02 1.003728684998896092e+01 1.231727776483853599e-02
7.400000000000000000e+02 1.002426897926313920e+01 1.017156775747599974e-02
7.800000000000000000e+02 1.001506325894589011e+01 6.641261387826280504e-03
8.200000000000000000e+02 1.001093717528310556e+01 5.386236435089552903e-03
8.600000000000000000e+02 1.000737093761745378e+01 4.497045495528302281e-03
9.000000000000000000e+02 1.001822983937154987e+01 3.860002202874083382e-03
9.400000000000000000e+02 1.001531719584091107e+01 2.180638411412133462e-03
9.800000000000000000e+02 1.002373475219242671e+01 1.550239013475402782e-03
1.020000000000000000e+03 1.002725605445972512e+01 1.539160215874251338e-03
1.060000000000000000e+03 1.001729794989867806e+01 2.203739469856281618e-03
1.100000000000000000e+03 1.001722843771560889e+01 3.761106995553526074e-03
1.140000000000000000e+03 1.001972229247627411e+01 4.310070747852036421e-03
1.180000000000000000e+03 1.001312515877775056e+01 5.266464068565911844e-03
1.220000000000000000e+03 1.000736444107790390e+01 6.641106425339869147e-03
1.260000000000000000e+03 9.994701496486532832e+00 1.079165595015270721e-02
1.300000000000000000e+03 1.003966211886983650e+01 1.291376763105044935e-02
1.340000000000000000e+03 1.002852542642427913e+01 1.170847507647087768e-02
1.380000000000000000e+03 1.003864608440439810e+01 1.134670107901140229e-02
1.420000000000000000e+03 1.005284942682185800e+01 1.092489225105659767e-02
1.460000000000000000e+03 9.998985120507692059e+00 1.243318201736857455e-02
1.500000000000000000e+03 1.004254880722487719e+01 1.191160803157195226e-02
1.540000000000000000e+03 1.001595926059941633e+01 1.250011987678328884e-02
1.580000000000000000e+03 1.000444793143946320e+01 1.262957205144206625e-02
1.620000000000000000e+03 1.000731330484886605e+01 1.249254487283790564e-02
1.660000000000000000e+03 1.002801643424079892e+01 1.321087190573272570e-02
1.700000000000000000e+03 1.003834761088826077e+01 1.364487144388457952e-02
1.740000000000000000e+03 1.003670043784548582e+01 1.289873541607134376e-02
1.780000000000000000e+03 1.004014879665442095e+01 1.381345684455363189e-02
1.820000000000000000e+03 1.001207100118072013e+01 1.404061104031366879e-02
1.860000000000000000e+03 1.005501156504355542e+01 1.303122226550444684e-02
1.900000000000000000e+03 1.000296849432140078e+01 1.387796992736683305e-02
1.940000000000000000e+03 1.003748579153558218e+01 1.411120614395869506e-02
1.980000000000000000e+03 1.003641650691331044e+01 1.421808055641403043e-02
