# bin_center	<Rg>	+/-
2.000000000000000000e+01 2.553678128778648215e+01 5.644444928503893344e-01
6.000000000000000000e+01 2.604540334681508185e+01 5.797598926518937601e-01
1.000000000000000000e+02 2.596758660002856445e+01 3.885020681476133997e-01
1.400000000000000000e+02 2.600748314401369043e+01 4.550627660178373501e-01
1.800000000000000000e+02 2.615912059306094761e+01 4.221268446056555268e-01
2.200000000000000000e+02 2.524743119729242480e+01 3.868784647356836026e-01
2.600000000000000000e+02 2.557594819813235176e+01 3.012738001487827444e-01
3.000000000000000000e+02 2.569408709495596455e+01 3.055736148363453197e-01
3.400000000000000000e+02 2.555265506169913792e+01 3.873260183510580656e-01
3.800000000000000000e+02 2.478100811902332978e+01 3.004594959821783040e-01
4.200000000000000000e+02 2.553554787134986626e+01 3.206851483255577784e-01
4.600000000000000000e+02 2.524412020331427087e+01 3.106118916602149671e-01
5.000000000000000000e+02 2.579984754399173852e+01 2.639381036222070986e-01
5.400000000000000000e+02 2.567511059483458524e+01 2.303616059383266079e-01
5.800000000000000000e+02 2.552193824177594550e+01 2.406409792076781573e-01
6.200000000000000000e+02 2.536894530499074207e+01 2.063224583295805159e-01
6.600000000000000000e+02 2.561821250689696683e+01 2.353268094576963509e-01
7.000000000000000000e+02 2.562328185599196217e+01 2.667693080996168531e-01
7.400000000000000000e+02 2.515253942587622049e+01 2.021183438892730777e-01
7.800000000000000000e+02 2.541117626966764576e+01 1.030132954766347086e-01
8.200000000000000000e+02 2.542953353068249456e+01 7.636835199512956307e-02
8.600000000000000000e+02 2.548930930183935928e+01 5.430273259999145868e-02
9.000000000000000000e+02 2.548363887340101996e+01 3.915359409626548853e-02
9.400000000000000000e+02 2.570438583600487803e+01 1.459244338317509590e-02
9.800000000000000000e+02 2.547803478751283990e+01 9.359985907489782458e-03
1.020000000000000000e+03 2.547946780822685042e+01 9.341454732732915045e-03
1.060000000000000000e+03 2.576051782839070015e+01 1.437393237308011093e-02
1.100000000000000000e+03 2.544617918455507777e+01 3.241878050801254990e-02
1.140000000000000000e+03 2.541883928593876973e+01 4.263354029673722956e-02
1.180000000000000000e+03 2.546449924980688806e+01 5.704702946148483556e-02
1.220000000000000000e+03 2.534082935917182056e+01 8.812408948831482181e-02
1.260000000000000000e+03 2.540088913796370917e+01 1.628117483203712079e-01
1.300000000000000000e+03 2.565679176643752868e+01 2.823316820180327147e-01
1.340000000000000000e+03 2.525203304959290662e+01 3.027380713106435639e-01
1.380000000000000000e+03 2.550331296243285095e+01 2.686605013639368211e-01
1.420000000000000000e+03 2.585626338384772183e+01 2.448207503904214766e-01
1.460000000000000000e+03 2.627868316922245029e+01 2.781547097801511659e-01
1.500000000000000000e+03 2.585360442818187465e+01 3.250728962948659651e-01
1.540000000000000000e+03 2.539411832133703939e+01 3.420514223677269539e-01
1.580000000000000000e+03 2.565892101150595650e+01 2.437247574317762122e-01
1.620000000000000000e+03 2.584494276642140775e+01 2.528695966541207873e-01
1.660000000000000000e+03 2.563457994099490023e+01 3.090511560408453762e-01
1.700000000000000000e+03 2.534825543129225522e+01 3.774285074186745081e-01
1.740000000000000000e+03 2.584563090986182132e+01 3.794868991850548490e-01
1.780000000000000000e+03 2.640487507341561724e+01 3.157138713945696340e-01
1.820000000000000000e+03 2.580405108915137546e+01 4.697495712583039662e-01
1.860000000000000000e+03 2.570805176946411663e+01 3.945675052863251708e-01
1.900000000000000000e+03 2.574673081720956702e+01 3.934606010973765167e-01
1.940000000000000000e+03 2.550588021166343111e+01 4.350902311098626130e-01
1.980000000000000000e+03 2.561585264570424414e+01 3.788809479596986773e-01
