# bin_center	<Rg>	+/-
2.000000000000000000e+01 1.832203060538650519e+01 8.427166415365922036e-02
6.000000000000000000e+01 1.851193612363676522e+01 7.895601379034203338e-02
1.000000000000000000e+02 1.842761518023006673e+01 9.000697125496771867e-02
1.400000000000000000e+02 1.844092302554983576e+01 8.901112112915618435e-02
1.800000000000000000e+02 1.862048563131285306e+01 8.756806885194194645e-02
2.200000000000000000e+02 1.839715956066138958e+01 9.393387722626234115e-02
2.600000000000000000e+02 1.834280338534014376e+01 8.447150994376668998e-02
3.000000000000000000e+02 1.846806366536906907e+01 8.695528708261690554e-02
3.400000000000000000e+02 1.830663184576449609e+01 9.174271038021480917e-02
3.800000000000000000e+02 1.853137958158078291e+01 8.346396612262889370e-02
4.200000000000000000e+02 1.839943534038103223e+01 9.176831378289032615e-02
4.600000000000000000e+02 1.832198636084574872e+01 8.304457514433498388e-02
5.000000000000000000e+02 1.831911423200186206e+01 7.663177287234033963e-02
5.400000000000000000e+02 1.837688285316636438e+01 7.514454397537537189e-02
5.800000000000000000e+02 1.838087622362728624e+01 7.463640208562347111e-02
6.200000000000000000e+02 1.843932670370925919e+01 6.538332202882107813e-02
6.600000000000000000e+02 1.846646768963200458e+01 7.026837786114795148e-02
7.000000000000000000e+02 1.841099705022687871e+01 8.151234548701905003e-02
7.400000000000000000e+02 1.823090967226790227e+01 6.496007878512537193e-02
7.800000000000000000e+02 1.840628665863108893e+01 3.719598611512736630e-02
8.200000000000000000e+02 1.842283279459967815e+01 2.757522848473309418e-02
8.600000000000000000e+02 1.835598916074265574e+01 2.275794473554489453e-02
9.000000000000000000e+02 1.840964809068043806e+01 1.777984975578059124e-02
9.400000000000000000e+02 1.841796561109072528e+01 8.035447879013125558e-03
9.800000000000000000e+02 1.840659435723413750e+01 5.287428433897696685e-03
1.020000000000000000e+03 1.840754056398065330e+01 5.299623311145164155e-03
1.060000000000000000e+03 1.841676417928470855e+01 8.133722483590743318e-03
1.100000000000000000e+03 1.840895401075834314e+01 1.768735774968487745e-02
1.140000000000000000e+03 1.838171738155919144e+01 2.116745162019748397e-02
1.180000000000000000e+03 1.842030760341530282e+01 2.449814818306332576e-02
1.220000000000000000e+03 1.831270062657571174e+01 3.806568726940999514e-02
1.260000000000000000e+03 1.850416024588693631e+01 5.403874548159544322e-02
1.300000000000000000e+03 1.831234004543901861e+01 6.419914586523227384e-02
1.340000000000000000e+03 1.847222652039022961e+01 5.694852424987342787e-02
1.380000000000000000e+03 1.844864459306184656e+01 5.873011919631514199e-02
1.420000000000000000e+03 1.857622380477986823e+01 5.413183413039605874e-02
1.460000000000000000e+03 1.839895639144244299e+01 6.188470095499816470e-02
1.500000000000000000e+03 1.839638398073338266e+01 6.756108227964860435e-02
1.540000000000000000e+03 1.850119641304577911e+01 6.609490039528995164e-02
1.580000000000000000e+03 1.843610965679798142e+01 7.026177399984780136e-02
1.620000000000000000e+03 1.852146568260660331e+01 7.722151494397962168e-02
1.660000000000000000e+03 1.848934993640732216e+01 6.930323017578192413e-02
1.700000000000000000e+03 1.843049696972681772e+01 7.471320287082645895e-02
1.740000000000000000e+03 1.840413045956245242e+01 7.641504487909309140e-02
1.780000000000000000e+03 1.851997742191675300e+01 7.056005151989984403e-02
1.820000000000000000e+03 1.844608469080034041e+01 7.478933934360729174e-02
1.860000000000000000e+03 1.845741622009443006e+01 8.036430759028106996e-02
1.900000000000000000e+03 1.835436759497419601e+01 8.715627868193311090e-02
1.940000000000000000e+03 1.838432737507815418e+01 8.141445373092126570e-02
1.980000000000000000e+03 1.846490648023654657e+01 8.306398966328280842e-02
