# bin_center	<Rg>	+/-
2.000000000000000000e+01 1.395382748088395708e+01 1.009150725216368727e+00
6.000000000000000000e+01 1.409671254910233706e+01 6.421651188627456319e-01
1.000000000000000000e+02 1.244960507231906988e+01 1.896855863060317837e+00
1.400000000000000000e+02 1.423087338365439081e+01 1.103630332050927976e+00
1.800000000000000000e+02 1.497833909829305732e+01 9.750540967968043260e-01
2.200000000000000000e+02 1.476518434822730441e+01 4.237285037284643230e-01
2.600000000000000000e+02 1.346434593324330287e+01 7.131131970381193730e-01
3.000000000000000000e+02 1.345235948892647038e+01 5.644714630251219667e-01
3.400000000000000000e+02 1.373035733624485211e+01 5.794964431403938354e-01
3.800000000000000000e+02 1.255411393326632385e+01 4.978831572263114902e-01
4.200000000000000000e+02 1.385443397613590122e+01 4.629068596080315734e-01
4.600000000000000000e+02 1.371177618636387407e+01 4.398138329258066137e-01
5.000000000000000000e+02 1.337047401957353365e+01 5.518947878357242098e-01
5.400000000000000000e+02 1.271020973101380847e+01 5.625012254675798573e-01
5.800000000000000000e+02 1.253477664696112370e+01 5.140895402118742519e-01
6.200000000000000000e+02 1.307228791374302190e+01 4.200702595653142413e-01
6.600000000000000000e+02 1.282950383713644094e+01 5.249594430594888284e-01
7.000000000000000000e+02 1.424135460726422586e+01 5.940118518438864958e-01
7.400000000000000000e+02 1.300256659759749489e+01 3.484016892961087630e-01
7.800000000000000000e+02 1.296113105081870920e+01 1.967908292434588091e-01
8.200000000000000000e+02 1.260820558898122989e+01 1.245010269415921661e-01
8.600000000000000000e+02 1.270902888353279891e+01 7.534832505939123570e-02
9.000000000000000000e+02 1.268463447693937596e+01 5.489290806111050275e-02
9.400000000000000000e+02 1.298536302855610636e+01 1.144869077176995792e-02
9.800000000000000000e+02 1.320400129808093581e+01 6.770264519632478335e-03
1.020000000000000000e+03 1.320874596619029262e+01 6.755138594738560424e-03
1.060000000000000000e+03 1.297297197979336580e+01 1.121074164935072573e-02
1.100000000000000000e+03 1.268808397691381096e+01 5.383674688028926292e-02
1.140000000000000000e+03 1.266766747880164345e+01 7.196748523476287351e-02
1.180000000000000000e+03 1.284686626769563489e+01 1.147909180769417919e-01
1.220000000000000000e+03 1.278665615654644583e+01 1.594538362739705284e-01
1.260000000000000000e+03 1.260483935313773785e+01 3.078964346700413524e-01
1.300000000000000000e+03 1.420637761479588868e+01 5.212043953844465172e-01
1.340000000000000000e+03 1.307686691182230732e+01 3.207354709826299444e-01
1.380000000000000000e+03 1.293764500981804844e+01 2.942418203824758716e-01
1.420000000000000000e+03 1.336686295127474722e+01 4.556364310695540931e-01
1.460000000000000000e+03 1.338274587422877993e+01 4.653344697758760584e-01
1.500000000000000000e+03 1.338128503282963067e+01 5.760985334627201082e-01
1.540000000000000000e+03 1.341865717969514726e+01 6.272994487102150352e-01
1.580000000000000000e+03 1.348220016949754729e+01 7.350685207692863044e-01
1.620000000000000000e+03 1.345343339221175860e+01 5.763941685538723769e-01
1.660000000000000000e+03 1.270422015525078585e+01 7.409722318653497730e-01
1.700000000000000000e+03 1.324649421744637401e+01 5.618520654140594095e-01
1.740000000000000000e+03 1.467504372568315496e+01 6.133053592738879622e-01
1.780000000000000000e+03 1.305951610942714503e+01 6.322895378470841932e-01
1.820000000000000000e+03 1.373185470705869271e+01 7.007051547255909174e-01
1.860000000000000000e+03 1.049542164677552414e+01 5.856668580169730465e-01
1.900000000000000000e+03 1.313753548150664585e+01 7.209745736258503790e-01
1.940000000000000000e+03 1.393005270636412796e+01 1.114499233593981176e+00
1.980000000000000000e+03 1.238772719193324257e+01 9.385002064377717668e-01
