# bin_center	<Rg>	+/-
2.000000000000000000e+01 1.025097997823645635e+01 9.667733568934601396e-02
6.000000000000000000e+01 1.034367810541327515e+01 9.462213636340967293e-02
1.000000000000000000e+02 1.041257222709049657e+01 9.488009053002620374e-02
1.400000000000000000e+02 1.025780981857247021e+01 9.276211696665631612e-02
1.800000000000000000e+02 1.022199034106925630e+01 9.313321370470589722e-02
2.200000000000000000e+02 1.012799264686785961e+01 9.758880509438601358e-02
2.600000000000000000e+02 1.015907205683249437e+01 9.530447355728359493e-02
3.000000000000000000e+02 1.030703304943893350e+01 9.700314354880867906e-02
3.400000000000000000e+02 1.022638328853154555e+01 9.320013482952144157e-02
3.800000000000000000e+02 1.031840816431887653e+01 1.002612347593775377e-01
4.200000000000000000e+02 1.029872962534851233e+01 8.609119364112256811e-02
4.600000000000000000e+02 1.046294816109700321e+01 9.075628338891193747e-02
5.000000000000000000e+02 1.021146681308226256e+01 8.746944006606738320e-02
5.400000000000000000e+02 1.034647671980807537e+01 8.037129061225466164e-02
5.800000000000000000e+02 1.030315116633799200e+01 7.865963413774196278e-02
6.200000000000000000e+02 1.033611054966827503e+01 7.693740643964745718e-02
6.600000000000000000e+02 1.030040649349380288e+01 7.981827856289586132e-02
7.000000000000000000e+02 1.005622788972526216e+01 1.083080368870231042e-01
7.400000000000000000e+02 9.945867188487371280e+00 5.620144485928058736e-02
7.800000000000000000e+02 1.002853944492723492e+01 3.258729869931429463e-02
8.200000000000000000e+02 1.006230565634122698e+01 2.452856372934060156e-02
8.600000000000000000e+02 1.012508710074244256e+01 2.080262699834316623e-02
9.000000000000000000e+02 1.007370886694179468e+01 1.692142315166682634e-02
9.400000000000000000e+02 1.014867408408311711e+01 8.403753185608008047e-03
9.800000000000000000e+02 1.027949548190519025e+01 6.216324240583478121e-03
1.020000000000000000e+03 1.031318935232117973e+01 6.546991635132126848e-03
1.060000000000000000e+03 1.015170191624488361e+01 8.406700141617396219e-03
1.100000000000000000e+03 1.011546418046161477e+01 1.363506820700934041e-02
1.140000000000000000e+03 1.013272930264398930e+01 1.373941182959751220e-02
1.180000000000000000e+03 1.011566305376006447e+01 1.614433134549543222e-02
1.220000000000000000e+03 1.006771548582468156e+01 2.307222388390125362e-02
1.260000000000000000e+03 1.008528459014126888e+01 3.872510847112422411e-02
1.300000000000000000e+03 1.004368583244940005e+01 6.902442277507425672e-02
1.340000000000000000e+03 1.027264502597038387e+01 5.853601558355255724e-02
1.380000000000000000e+03 1.031797043182292306e+01 5.703562948018437578e-02
1.420000000000000000e+03 1.033188936584405049e+01 5.481116587998110384e-02
1.460000000000000000e+03 1.010860931246765837e+01 6.108501531829000492e-02
1.500000000000000000e+03 1.027022514922290597e+01 6.019797088687366821e-02
1.540000000000000000e+03 1.026639867294132458e+01 6.340844883391140441e-02
1.580000000000000000e+03 1.016876324478710636e+01 7.035021485830425525e-02
1.620000000000000000e+03 1.015165450801381830e+01 6.994222628852428403e-02
1.660000000000000000e+03 1.021331983876989113e+01 6.702068308138466046e-02
1.700000000000000000e+03 1.021662194294650838e+01 7.639306754707420044e-02
1.740000000000000000e+03 1.028435746181200372e+01 7.794795611565441540e-02
1.780000000000000000e+03 1.022500169101821577e+01 8.582048469208025665e-02
1.820000000000000000e+03 1.011638954769475696e+01 8.017571980093510242e-02
1.860000000000000000e+03 1.023336646982786213e+01 8.475869300001312445e-02
1.900000000000000000e+03 1.012960531541744302e+01 8.328882785279113909e-02
1.940000000000000000e+03 1.036310102232894259e+01 8.581616513235244825e-02
1.980000000000000000e+03 1.039699941735046096e+01 8.858675357906246883e-02
