# bin_center	<Rg>	+/-
2.000000000000000000e+01 1.333046513546837986e+01 1.810469153618533833e-01
6.000000000000000000e+01 1.306618005716117281e+01 1.689702292064345912e-01
1.000000000000000000e+02 1.310236154892583116e+01 1.465301133219574226e-01
1.400000000000000000e+02 1.310986287859624433e+01 1.384177479600822991e-01
1.800000000000000000e+02 1.319058869452229210e+01 1.361678448343104086e-01
2.200000000000000000e+02 1.326994701143589239e+01 1.404453342312525221e-01
2.600000000000000000e+02 1.315484449694642599e+01 1.325118904937849229e-01
3.000000000000000000e+02 1.321417601914418327e+01 1.165320930826818507e-01
3.400000000000000000e+02 1.342460198704720220e+01 1.273492267310743775e-01
3.800000000000000000e+02 1.337023023308432990e+01 1.134387326384230787e-01
4.200000000000000000e+02 1.324233324414205626e+01 1.075743066860610636e-01
4.600000000000000000e+02 1.339289145073024123e+01 9.807264279523832118e-02
5.000000000000000000e+02 1.325239295444270127e+01 9.646877616928528631e-02
5.400000000000000000e+02 1.309147839425485849e+01 9.022441313962722975e-02
5.800000000000000000e+02 1.330969178388735408e+01 9.164683370783449634e-02
6.200000000000000000e+02 1.324695638809486375e+01 9.222176600832417137e-02
6.600000000000000000e+02 1.292716548325592818e+01 9.744204299873263087e-02
7.000000000000000000e+02 1.292107449600139013e+01 1.383170606683992443e-01
7.400000000000000000e+02 1.282210517298048025e+01 8.220710925563945448e-02
7.800000000000000000e+02 1.284392976932553765e+01 4.461591347943733021e-02
8.200000000000000000e+02 1.289435311493961400e+01 2.681216748538315167e-02
8.600000000000000000e+02 1.294683738069363343e+01 2.165275537024833469e-02
9.000000000000000000e+02 1.295676449358712468e+01 2.027820869451436858e-02
9.400000000000000000e+02 1.305548651430998142e+01 1.115841582064554943e-02
9.800000000000000000e+02 1.322508893001653796e+01 7.837692541182416858e-03
1.020000000000000000e+03 1.323234254873816518e+01 7.912578883551808079e-03
1.060000000000000000e+03 1.301281198920000115e+01 1.166862858616086497e-02
1.100000000000000000e+03 1.291476980787786033e+01 2.874898991717402333e-02
1.140000000000000000e+03 1.290361834424886922e+01 3.262423983615313910e-02
1.180000000000000000e+03 1.281365302418846674e+01 3.767159716875594089e-02
1.220000000000000000e+03 1.281891317693693466e+01 5.506690083996981094e-02
1.260000000000000000e+03 1.286387784823926417e+01 9.826373586733876120e-02
1.300000000000000000e+03 1.317116846472876546e+01 1.645233598927028640e-01
1.340000000000000000e+03 1.318295704718777017e+01 1.093479784542464861e-01
1.380000000000000000e+03 1.322999926128378156e+01 9.648187408094995032e-02
1.420000000000000000e+03 1.333122798645425533e+01 1.114365643895104258e-01
1.460000000000000000e+03 1.310047670191553593e+01 1.128231627968083600e-01
1.500000000000000000e+03 1.325972086850969056e+01 1.171744617833769264e-01
1.540000000000000000e+03 1.323561864271149169e+01 1.258766178113374934e-01
1.580000000000000000e+03 1.319307372817944390e+01 1.440507673988766502e-01
1.620000000000000000e+03 1.325780096722154333e+01 1.497298298136139072e-01
1.660000000000000000e+03 1.319563593622368636e+01 1.401873729222096188e-01
1.700000000000000000e+03 1.349942437441432297e+01 1.395834331864986289e-01
1.740000000000000000e+03 1.333908806949060910e+01 1.492678353188458262e-01
1.780000000000000000e+03 1.315123049882350337e+01 1.542571110213615815e-01
1.820000000000000000e+03 1.332973702215456058e+01 1.544888315190760808e-01
1.860000000000000000e+03 1.325890304450628854e+01 1.748472789811989780e-01
1.900000000000000000e+03 1.298417284747582379e+01 1.616201176108652826e-01
1.940000000000000000e+03 1.290555103273948312e+01 1.710638795697285441e-01
1.980000000000000000e+03 1.344925293301943370e+01 1.909097552736645775e-01
