# bin_center	<Rg>	+/-
2.000000000000000000e+01 1.009933044644130717e+01 8.080463378706922994e-02
6.000000000000000000e+01 1.013033313790940682e+01 7.829630364714432189e-02
1.000000000000000000e+02 1.024921241090901169e+01 8.405640577623832432e-02
1.400000000000000000e+02 1.021101404086050124e+01 7.908768176128322391e-02
1.800000000000000000e+02 1.017366116179538871e+01 6.610013288040159085e-02
2.200000000000000000e+02 1.019085633610928276e+01 7.288581742188096624e-02
2.600000000000000000e+02 1.040474806917119288e+01 6.999460020233359836e-02
3.000000000000000000e+02 1.024567649367117106e+01 7.078609362065034494e-02
3.400000000000000000e+02 1.018964639191207233e+01 6.734595842737328697e-02
3.800000000000000000e+02 1.026913128153350740e+01 6.368302436598906324e-02
4.200000000000000000e+02 1.026027800670084034e+01 6.393400846178035057e-02
4.600000000000000000e+02 1.026294051238822291e+01 6.078534042291561246e-02
5.000000000000000000e+02 1.025053315585526725e+01 5.869522690175932311e-02
5.400000000000000000e+02 1.029787996131604721e+01 5.634132000438570043e-02
5.800000000000000000e+02 1.029473653864618399e+01 5.611381893529863996e-02
6.200000000000000000e+02 1.029737585835601443e+01 5.423804943864039135e-02
6.600000000000000000e+02 1.019919286832924143e+01 5.341357567202968670e-02
7.000000000000000000e+02 1.019048080196509964e+01 6.319684642774876793e-02
7.400000000000000000e+02 1.017863316111526473e+01 4.907228408998812880e-02
7.800000000000000000e+02 1.003055246878724382e+01 3.127986884470519008e-02
8.200000000000000000e+02 1.004925303332950826e+01 2.465121032906222517e-02
8.600000000000000000e+02 1.008053667558769106e+01 2.145705805076012287e-02
9.000000000000000000e+02 1.008048478981552343e+01 1.761338567541916728e-02
9.400000000000000000e+02 1.017275706132013546e+01 8.653454584403984934e-03
9.800000000000000000e+02 1.027593211491525693e+01 5.914211948305635354e-03
1.020000000000000000e+03 1.029067312427721070e+01 5.960898693302676618e-03
1.060000000000000000e+03 1.014124145199980909e+01 8.339176028666307403e-03
1.100000000000000000e+03 1.006574772876094137e+01 1.844825895709864202e-02
1.140000000000000000e+03 1.000805206406328729e+01 2.228956331755452269e-02
1.180000000000000000e+03 1.005526988030227997e+01 2.705243705611484403e-02
1.220000000000000000e+03 9.979953290546104583e+00 3.512554131452000350e-02
1.260000000000000000e+03 1.004369603006334266e+01 5.553455201969265814e-02
1.300000000000000000e+03 1.003559630001782743e+01 6.095955202754834573e-02
1.340000000000000000e+03 1.029664922391613402e+01 5.228641748775642722e-02
1.380000000000000000e+03 1.037731059130438638e+01 5.423464953309061615e-02
1.420000000000000000e+03 1.028273972649595791e+01 5.537802375255395509e-02
1.460000000000000000e+03 1.035996742587335362e+01 5.546053812593265686e-02
1.500000000000000000e+03 1.023589928722638298e+01 6.033792064335703059e-02
1.540000000000000000e+03 1.030512597647283179e+01 6.012179286086725971e-02
1.580000000000000000e+03 1.033848769268831447e+01 6.392317627012533698e-02
1.620000000000000000e+03 1.020568900729175432e+01 6.387840540259130673e-02
1.660000000000000000e+03 1.022040193268460762e+01 6.668556277573900459e-02
1.700000000000000000e+03 1.031772592649887521e+01 6.655047620039671041e-02
1.740000000000000000e+03 1.031783898258346177e+01 6.873272035548293191e-02
1.780000000000000000e+03 1.027579828097491799e+01 7.236536052233992489e-02
1.820000000000000000e+03 1.021232781913777998e+01 7.021827410018054161e-02
1.860000000000000000e+03 1.043490028147850168e+01 7.179255284657115599e-02
1.900000000000000000e+03 1.024983124987373451e+01 7.754690820707074717e-02
1.940000000000000000e+03 1.028931323942461162e+01 7.244177428930453910e-02
1.980000000000000000e+03 1.033413158266287724e+01 7.797772478278268415e-02
