# bin_center	<Rg>	+/-
2.000000000000000000e+01 6.546858797912670447e+00 2.315480084020325735e-02
6.000000000000000000e+01 6.522148705846739780e+00 2.269036275573908801e-02
1.000000000000000000e+02 6.572486045073454797e+00 2.361125083370063660e-02
1.400000000000000000e+02 6.486788821521848547e+00 2.252197058334865290e-02
1.800000000000000000e+02 6.478276440281098836e+00 2.189609897449300291e-02
2.200000000000000000e+02 6.536370706831940325e+00 2.231412497009659449e-02
2.600000000000000000e+02 6.573821822595701470e+00 2.264604080542532635e-02
3.000000000000000000e+02 6.555974932382771847e+00 2.282423477839339715e-02
3.400000000000000000e+02 6.527887934212504462e+00 2.249190469056391167e-02
3.800000000000000000e+02 6.522268194325155477e+00 2.121051430109962069e-02
4.200000000000000000e+02 6.500476829340580132e+00 2.163176779075062436e-02
4.600000000000000000e+02 6.504109568315591616e+00 2.032716546115510142e-02
5.000000000000000000e+02 6.519097188514420438e+00 2.053272057932890166e-02
5.400000000000000000e+02 6.510822037529602646e+00 1.953642649708833140e-02
5.800000000000000000e+02 6.506062912335020876e+00 1.933073799717251184e-02
6.200000000000000000e+02 6.505310940773831874e+00 1.914038874989655234e-02
6.600000000000000000e+02 6.523935880968827483e+00 1.971115828435078543e-02
7.000000000000000000e+02 6.494252989928075870e+00 2.323664483340194195e-02
7.400000000000000000e+02 6.466229956073105356e+00 1.796611236967548056e-02
7.800000000000000000e+02 6.447960332861406130e+00 1.157510223863606261e-02
8.200000000000000000e+02 6.456329660570950146e+00 9.274345852440362900e-03
8.600000000000000000e+02 6.439185676300438033e+00 7.556360551394875752e-03
9.000000000000000000e+02 6.444141020084011018e+00 6.603181395961079531e-03
9.400000000000000000e+02 6.495613797722507243e+00 3.768392783225096073e-03
9.800000000000000000e+02 6.544162784224860197e+00 2.869282684451962464e-03
1.020000000000000000e+03 6.544969840189239108e+00 2.867546746843215207e-03
1.060000000000000000e+03 6.486745487856737213e+00 3.856744001192544385e-03
1.100000000000000000e+03 6.449864347921578478e+00 6.771666141540295947e-03
1.140000000000000000e+03 6.456673777229911870e+00 7.774476991224950860e-03
1.180000000000000000e+03 6.468713149993581268e+00 9.500500841564060023e-03
1.220000000000000000e+03 6.466887085215223152e+00 1.232412222243468858e-02
1.260000000000000000e+03 6.446549810359877952e+00 1.920459512875409558e-02
1.300000000000000000e+03 6.525706262899270804e+00 2.324501066898211621e-02
1.340000000000000000e+03 6.515185997990379008e+00 2.003363522265377145e-02
1.380000000000000000e+03 6.553728780628423678e+00 2.050919511466484449e-02
1.420000000000000000e+03 6.535345142151230746e+00 2.094221981807144889e-02
1.460000000000000000e+03 6.532753144180391658e+00 2.136398286659130924e-02
1.500000000000000000e+03 6.510665283501010592e+00 2.069594736390792389e-02
1.540000000000000000e+03 6.528141046145639059e+00 2.117377072199878515e-02
1.580000000000000000e+03 6.494798807562664145e+00 2.145952459403834001e-02
1.620000000000000000e+03 6.513074474607006614e+00 2.208542971896961665e-02
1.660000000000000000e+03 6.564345978582498020e+00 2.216800575531027370e-02
1.700000000000000000e+03 6.558776512533722958e+00 2.320254148199323713e-02
1.740000000000000000e+03 6.492024231366704257e+00 2.296731015779790094e-02
1.780000000000000000e+03 6.498360958969676915e+00 2.374103856572184687e-02
1.820000000000000000e+03 6.513523631578915563e+00 2.301482484985968580e-02
1.860000000000000000e+03 6.520845488784462241e+00 2.268757515951707118e-02
1.900000000000000000e+03 6.568880668512718124e+00 2.390497344108183375e-02
1.940000000000000000e+03 6.537273015429164502e+00 2.291140171906132575e-02
1.980000000000000000e+03 6.512915279914023081e+00 2.307384858150787754e-02
